XY
	CURVE (1mkcl-5mmolar18btmapaq-nitrogen-rde-1200mvpers-50mvpers.DTA)
-6.761e-001	-4.236e-004
-6.764e-001	-4.235e-004
-6.766e-001	-4.234e-004
-6.767e-001	-4.235e-004
-6.767e-001	-4.234e-004
-6.768e-001	-4.234e-004
-6.769e-001	-4.233e-004
-6.769e-001	-4.232e-004
-6.770e-001	-4.232e-004
-6.771e-001	-4.231e-004
-6.773e-001	-4.231e-004
-6.774e-001	-4.232e-004
-6.775e-001	-4.230e-004
-6.776e-001	-4.232e-004
-6.776e-001	-4.232e-004
-6.777e-001	-4.229e-004
-6.778e-001	-4.227e-004
-6.779e-001	-4.227e-004
-6.779e-001	-4.227e-004
-6.783e-001	-4.227e-004
-6.784e-001	-4.225e-004
-6.785e-001	-4.225e-004
-6.786e-001	-4.225e-004
-6.787e-001	-4.223e-004
-6.788e-001	-4.222e-004
-6.789e-001	-4.220e-004
-6.790e-001	-4.221e-004
-6.791e-001	-4.218e-004
-6.792e-001	-4.217e-004
-6.793e-001	-4.216e-004
-6.794e-001	-4.214e-004
-6.795e-001	-4.213e-004
-6.796e-001	-4.211e-004
-6.797e-001	-4.213e-004
-6.798e-001	-4.209e-004
-6.799e-001	-4.206e-004
-6.800e-001	-4.208e-004
-6.801e-001	-4.205e-004
-6.802e-001	-4.205e-004
-6.803e-001	-4.204e-004
-6.803e-001	-4.202e-004
-6.805e-001	-4.202e-004
-6.806e-001	-4.202e-004
-6.807e-001	-4.200e-004
-6.808e-001	-4.201e-004
-6.809e-001	-4.198e-004
-6.810e-001	-4.199e-004
-6.811e-001	-4.199e-004
-6.812e-001	-4.196e-004
-6.813e-001	-4.198e-004
-6.814e-001	-4.193e-004
-6.815e-001	-4.194e-004
-6.816e-001	-4.194e-004
-6.817e-001	-4.195e-004
-6.818e-001	-4.194e-004
-6.819e-001	-4.195e-004
-6.820e-001	-4.194e-004
-6.821e-001	-4.194e-004
-6.822e-001	-4.195e-004
-6.823e-001	-4.193e-004
-6.824e-001	-4.194e-004
-6.824e-001	-4.197e-004
-6.826e-001	-4.194e-004
-6.827e-001	-4.198e-004
-6.828e-001	-4.199e-004
-6.829e-001	-4.199e-004
-6.830e-001	-4.199e-004
-6.831e-001	-4.203e-004
-6.832e-001	-4.202e-004
-6.833e-001	-4.204e-004
-6.834e-001	-4.204e-004
-6.834e-001	-4.204e-004
-6.836e-001	-4.206e-004
-6.837e-001	-4.208e-004
-6.838e-001	-4.211e-004
-6.839e-001	-4.210e-004
-6.840e-001	-4.209e-004
-6.841e-001	-4.214e-004
-6.842e-001	-4.213e-004
-6.842e-001	-4.216e-004
-6.843e-001	-4.217e-004
-6.845e-001	-4.217e-004
-6.846e-001	-4.219e-004
-6.847e-001	-4.221e-004
-6.848e-001	-4.221e-004
-6.848e-001	-4.225e-004
-6.849e-001	-4.224e-004
-6.851e-001	-4.224e-004
-6.851e-001	-4.228e-004
-6.853e-001	-4.228e-004
-6.854e-001	-4.232e-004
-6.855e-001	-4.232e-004
-6.856e-001	-4.231e-004
-6.857e-001	-4.233e-004
-6.857e-001	-4.236e-004
-6.858e-001	-4.236e-004
-6.859e-001	-4.237e-004
-6.860e-001	-4.237e-004
-6.862e-001	-4.238e-004
-6.863e-001	-4.240e-004
-6.864e-001	-4.241e-004
-6.864e-001	-4.243e-004
-6.865e-001	-4.243e-004
-6.866e-001	-4.244e-004
-6.867e-001	-4.247e-004
-6.869e-001	-4.247e-004
-6.870e-001	-4.248e-004
-6.870e-001	-4.249e-004
-6.872e-001	-4.249e-004
-6.872e-001	-4.249e-004
-6.873e-001	-4.252e-004
-6.874e-001	-4.250e-004
-6.874e-001	-4.252e-004
-6.876e-001	-4.252e-004
-6.878e-001	-4.255e-004
-6.879e-001	-4.254e-004
-6.880e-001	-4.254e-004
-6.880e-001	-4.256e-004
-6.881e-001	-4.257e-004
-6.882e-001	-4.257e-004
-6.883e-001	-4.256e-004
-6.884e-001	-4.258e-004
-6.885e-001	-4.261e-004
-6.886e-001	-4.259e-004
-6.888e-001	-4.260e-004
-6.889e-001	-4.261e-004
-6.889e-001	-4.260e-004
-6.890e-001	-4.263e-004
-6.890e-001	-4.261e-004
-6.892e-001	-4.262e-004
-6.894e-001	-4.265e-004
-6.895e-001	-4.262e-004
-6.895e-001	-4.264e-004
-6.896e-001	-4.265e-004
-6.897e-001	-4.264e-004
-6.898e-001	-4.265e-004
-6.899e-001	-4.264e-004
-6.900e-001	-4.265e-004
-6.901e-001	-4.265e-004
-6.903e-001	-4.265e-004
-6.904e-001	-4.267e-004
-6.904e-001	-4.267e-004
-6.905e-001	-4.266e-004
-6.906e-001	-4.267e-004
-6.906e-001	-4.265e-004
-6.908e-001	-4.266e-004
-6.909e-001	-4.266e-004
-6.911e-001	-4.269e-004
-6.911e-001	-4.267e-004
-6.912e-001	-4.269e-004
-6.913e-001	-4.268e-004
-6.914e-001	-4.269e-004
-6.914e-001	-4.269e-004
-6.916e-001	-4.269e-004
-6.917e-001	-4.268e-004
-6.918e-001	-4.268e-004
-6.919e-001	-4.267e-004
-6.920e-001	-4.269e-004
-6.921e-001	-4.271e-004
-6.922e-001	-4.270e-004
-6.922e-001	-4.269e-004
-6.923e-001	-4.268e-004
-6.925e-001	-4.270e-004
-6.927e-001	-4.272e-004
-6.927e-001	-4.272e-004
-6.928e-001	-4.271e-004
-6.929e-001	-4.273e-004
-6.930e-001	-4.273e-004
-6.930e-001	-4.275e-004
-6.931e-001	-4.273e-004
-6.932e-001	-4.273e-004
-6.934e-001	-4.274e-004
-6.935e-001	-4.274e-004
-6.936e-001	-4.272e-004
-6.937e-001	-4.274e-004
-6.938e-001	-4.275e-004
-6.938e-001	-4.274e-004
-6.939e-001	-4.278e-004
-6.941e-001	-4.276e-004
-6.943e-001	-4.276e-004
-6.944e-001	-4.277e-004
-6.944e-001	-4.276e-004
-6.945e-001	-4.275e-004
-6.946e-001	-4.276e-004
-6.946e-001	-4.275e-004
-6.947e-001	-4.275e-004
-6.949e-001	-4.277e-004
-6.951e-001	-4.277e-004
-6.952e-001	-4.276e-004
-6.952e-001	-4.274e-004
-6.953e-001	-4.274e-004
-6.953e-001	-4.274e-004
-6.954e-001	-4.274e-004
-6.955e-001	-4.273e-004
-6.958e-001	-4.272e-004
-6.959e-001	-4.274e-004
-6.959e-001	-4.273e-004
-6.960e-001	-4.271e-004
-6.961e-001	-4.271e-004
-6.962e-001	-4.271e-004
-6.962e-001	-4.271e-004
-6.963e-001	-4.270e-004
-6.964e-001	-4.268e-004
-6.966e-001	-4.269e-004
-6.967e-001	-4.267e-004
-6.968e-001	-4.268e-004
-6.969e-001	-4.266e-004
-6.970e-001	-4.267e-004
-6.970e-001	-4.266e-004
-6.970e-001	-4.265e-004
-6.973e-001	-4.263e-004
-6.975e-001	-4.265e-004
-6.975e-001	-4.264e-004
-6.976e-001	-4.265e-004
-6.977e-001	-4.264e-004
-6.977e-001	-4.260e-004
-6.978e-001	-4.263e-004
-6.980e-001	-4.262e-004
-6.981e-001	-4.260e-004
-6.983e-001	-4.260e-004
-6.984e-001	-4.260e-004
-6.984e-001	-4.261e-004
-6.984e-001	-4.265e-004
-6.985e-001	-4.262e-004
-6.987e-001	-4.259e-004
-6.988e-001	-4.260e-004
-6.990e-001	-4.260e-004
-6.991e-001	-4.260e-004
-6.992e-001	-4.260e-004
-6.992e-001	-4.261e-004
-6.993e-001	-4.260e-004
-6.994e-001	-4.260e-004
-6.995e-001	-4.263e-004
-6.996e-001	-4.261e-004
-6.997e-001	-4.260e-004
-6.998e-001	-4.262e-004
-6.999e-001	-4.263e-004
-7.000e-001	-4.263e-004
-7.000e-001	-4.264e-004
-7.002e-001	-4.264e-004
-7.002e-001	-4.265e-004
-7.003e-001	-4.262e-004
-7.006e-001	-4.264e-004
-7.007e-001	-4.266e-004
-7.007e-001	-4.267e-004
-7.008e-001	-4.267e-004
-7.009e-001	-4.268e-004
-7.009e-001	-4.266e-004
-7.010e-001	-4.266e-004
-7.011e-001	-4.268e-004
-7.011e-001	-4.267e-004
-7.014e-001	-4.268e-004
-7.015e-001	-4.267e-004
-7.016e-001	-4.270e-004
-7.017e-001	-4.271e-004
-7.018e-001	-4.271e-004
-7.018e-001	-4.270e-004
-7.019e-001	-4.268e-004
-7.020e-001	-4.272e-004
-7.023e-001	-4.271e-004
-7.024e-001	-4.272e-004
-7.024e-001	-4.270e-004
-7.025e-001	-4.273e-004
-7.025e-001	-4.273e-004
-7.026e-001	-4.270e-004
-7.026e-001	-4.270e-004
-7.028e-001	-4.272e-004
-7.030e-001	-4.271e-004
-7.031e-001	-4.272e-004
-7.032e-001	-4.274e-004
-7.033e-001	-4.274e-004
-7.033e-001	-4.273e-004
-7.034e-001	-4.270e-004
-7.035e-001	-4.273e-004
-7.036e-001	-4.272e-004
-7.039e-001	-4.269e-004
-7.039e-001	-4.271e-004
-7.041e-001	-4.270e-004
-7.042e-001	-4.268e-004
-7.043e-001	-4.269e-004
-7.043e-001	-4.271e-004
-7.044e-001	-4.268e-004
-7.045e-001	-4.267e-004
-7.047e-001	-4.267e-004
-7.048e-001	-4.266e-004
-7.048e-001	-4.267e-004
-7.049e-001	-4.267e-004
-7.050e-001	-4.266e-004
-7.051e-001	-4.266e-004
-7.053e-001	-4.267e-004
-7.054e-001	-4.267e-004
-7.055e-001	-4.265e-004
-7.055e-001	-4.265e-004
-7.057e-001	-4.266e-004
-7.058e-001	-4.264e-004
-7.059e-001	-4.263e-004
-7.060e-001	-4.264e-004
-7.061e-001	-4.264e-004
-7.061e-001	-4.262e-004
-7.063e-001	-4.261e-004
-7.064e-001	-4.265e-004
-7.064e-001	-4.260e-004
-7.066e-001	-4.259e-004
-7.066e-001	-4.259e-004
-7.068e-001	-4.261e-004
-7.069e-001	-4.261e-004
-7.069e-001	-4.259e-004
-7.071e-001	-4.258e-004
-7.072e-001	-4.259e-004
-7.072e-001	-4.259e-004
-7.074e-001	-4.260e-004
-7.075e-001	-4.260e-004
-7.075e-001	-4.256e-004
-7.076e-001	-4.258e-004
-7.078e-001	-4.260e-004
-7.079e-001	-4.258e-004
-7.080e-001	-4.257e-004
-7.081e-001	-4.261e-004
-7.082e-001	-4.258e-004
-7.082e-001	-4.257e-004
-7.084e-001	-4.258e-004
-7.084e-001	-4.257e-004
-7.086e-001	-4.259e-004
-7.087e-001	-4.259e-004
-7.088e-001	-4.258e-004
-7.088e-001	-4.258e-004
-7.089e-001	-4.258e-004
-7.091e-001	-4.259e-004
-7.091e-001	-4.258e-004
-7.093e-001	-4.262e-004
-7.094e-001	-4.260e-004
-7.095e-001	-4.259e-004
-7.096e-001	-4.259e-004
-7.096e-001	-4.260e-004
-7.097e-001	-4.259e-004
-7.098e-001	-4.260e-004
-7.099e-001	-4.262e-004
-7.101e-001	-4.262e-004
-7.102e-001	-4.265e-004
-7.103e-001	-4.264e-004
-7.104e-001	-4.264e-004
-7.105e-001	-4.265e-004
-7.105e-001	-4.266e-004
-7.107e-001	-4.266e-004
-7.107e-001	-4.263e-004
-7.108e-001	-4.266e-004
-7.110e-001	-4.266e-004
-7.111e-001	-4.265e-004
-7.112e-001	-4.266e-004
-7.112e-001	-4.265e-004
-7.113e-001	-4.267e-004
-7.114e-001	-4.266e-004
-7.115e-001	-4.268e-004
-7.117e-001	-4.267e-004
-7.118e-001	-4.267e-004
-7.119e-001	-4.268e-004
-7.120e-001	-4.266e-004
-7.120e-001	-4.270e-004
-7.122e-001	-4.269e-004
-7.122e-001	-4.270e-004
-7.123e-001	-4.269e-004
-7.124e-001	-4.272e-004
-7.125e-001	-4.271e-004
-7.127e-001	-4.270e-004
-7.128e-001	-4.270e-004
-7.128e-001	-4.269e-004
-7.129e-001	-4.269e-004
-7.130e-001	-4.269e-004
-7.131e-001	-4.271e-004
-7.132e-001	-4.270e-004
-7.134e-001	-4.271e-004
-7.135e-001	-4.272e-004
-7.136e-001	-4.274e-004
-7.136e-001	-4.270e-004
-7.138e-001	-4.273e-004
-7.138e-001	-4.272e-004
-7.139e-001	-4.269e-004
-7.140e-001	-4.272e-004
-7.141e-001	-4.274e-004
-7.142e-001	-4.273e-004
-7.144e-001	-4.270e-004
-7.144e-001	-4.272e-004
-7.145e-001	-4.272e-004
-7.146e-001	-4.270e-004
-7.146e-001	-4.270e-004
-7.147e-001	-4.272e-004
-7.150e-001	-4.271e-004
-7.151e-001	-4.271e-004
-7.152e-001	-4.270e-004
-7.152e-001	-4.271e-004
-7.153e-001	-4.269e-004
-7.154e-001	-4.269e-004
-7.155e-001	-4.269e-004
-7.156e-001	-4.269e-004
-7.157e-001	-4.268e-004
-7.159e-001	-4.271e-004
-7.159e-001	-4.269e-004
-7.160e-001	-4.269e-004
-7.161e-001	-4.268e-004
-7.162e-001	-4.269e-004
-7.163e-001	-4.269e-004
-7.163e-001	-4.267e-004
-7.166e-001	-4.267e-004
-7.167e-001	-4.267e-004
-7.167e-001	-4.267e-004
-7.168e-001	-4.266e-004
-7.169e-001	-4.266e-004
-7.170e-001	-4.262e-004
-7.170e-001	-4.266e-004
-7.171e-001	-4.265e-004
-7.173e-001	-4.264e-004
-7.174e-001	-4.266e-004
-7.175e-001	-4.262e-004
-7.176e-001	-4.262e-004
-7.177e-001	-4.263e-004
-7.178e-001	-4.259e-004
-7.178e-001	-4.259e-004
-7.180e-001	-4.259e-004
-7.181e-001	-4.259e-004
-7.183e-001	-4.259e-004
-7.184e-001	-4.257e-004
-7.184e-001	-4.257e-004
-7.185e-001	-4.255e-004
-7.186e-001	-4.255e-004
-7.187e-001	-4.256e-004
-7.187e-001	-4.255e-004
-7.189e-001	-4.254e-004
-7.189e-001	-4.251e-004
-7.191e-001	-4.252e-004
-7.192e-001	-4.253e-004
-7.193e-001	-4.252e-004
-7.193e-001	-4.252e-004
-7.194e-001	-4.251e-004
-7.195e-001	-4.249e-004
-7.196e-001	-4.250e-004
-7.199e-001	-4.249e-004
-7.199e-001	-4.250e-004
-7.200e-001	-4.251e-004
-7.201e-001	-4.249e-004
-7.201e-001	-4.249e-004
-7.202e-001	-4.246e-004
-7.204e-001	-4.249e-004
-7.205e-001	-4.247e-004
-7.207e-001	-4.249e-004
-7.207e-001	-4.248e-004
-7.208e-001	-4.249e-004
-7.209e-001	-4.252e-004
-7.210e-001	-4.252e-004
-7.211e-001	-4.251e-004
-7.211e-001	-4.250e-004
-7.214e-001	-4.248e-004
-7.215e-001	-4.252e-004
-7.215e-001	-4.250e-004
-7.216e-001	-4.250e-004
-7.217e-001	-4.250e-004
-7.218e-001	-4.250e-004
-7.219e-001	-4.251e-004
-7.219e-001	-4.250e-004
-7.220e-001	-4.251e-004
-7.222e-001	-4.251e-004
-7.223e-001	-4.250e-004
-7.224e-001	-4.251e-004
-7.224e-001	-4.249e-004
-7.225e-001	-4.250e-004
-7.226e-001	-4.251e-004
-7.227e-001	-4.252e-004
-7.229e-001	-4.251e-004
-7.231e-001	-4.249e-004
-7.231e-001	-4.249e-004
-7.232e-001	-4.250e-004
-7.232e-001	-4.251e-004
-7.233e-001	-4.250e-004
-7.235e-001	-4.251e-004
-7.236e-001	-4.251e-004
-7.236e-001	-4.250e-004
-7.237e-001	-4.250e-004
-7.239e-001	-4.251e-004
-7.240e-001	-4.249e-004
-7.240e-001	-4.250e-004
-7.242e-001	-4.250e-004
-7.242e-001	-4.249e-004
-7.244e-001	-4.249e-004
-7.246e-001	-4.248e-004
-7.247e-001	-4.251e-004
-7.248e-001	-4.250e-004
-7.248e-001	-4.249e-004
-7.249e-001	-4.247e-004
-7.250e-001	-4.244e-004
-7.251e-001	-4.247e-004
-7.252e-001	-4.246e-004
-7.253e-001	-4.248e-004
-7.254e-001	-4.244e-004
-7.255e-001	-4.247e-004
-7.256e-001	-4.246e-004
-7.256e-001	-4.242e-004
-7.258e-001	-4.245e-004
-7.259e-001	-4.245e-004
-7.260e-001	-4.245e-004
-7.263e-001	-4.244e-004
-7.263e-001	-4.244e-004
-7.263e-001	-4.247e-004
-7.264e-001	-4.240e-004
-7.264e-001	-4.243e-004
-7.264e-001	-4.244e-004
-7.266e-001	-4.243e-004
-7.267e-001	-4.245e-004
-7.269e-001	-4.244e-004
-7.270e-001	-4.242e-004
-7.271e-001	-4.243e-004
-7.272e-001	-4.244e-004
-7.272e-001	-4.242e-004
-7.273e-001	-4.245e-004
-7.274e-001	-4.244e-004
-7.275e-001	-4.247e-004
-7.278e-001	-4.244e-004
-7.279e-001	-4.248e-004
-7.279e-001	-4.246e-004
-7.280e-001	-4.243e-004
-7.280e-001	-4.244e-004
-7.281e-001	-4.244e-004
-7.281e-001	-4.243e-004
-7.283e-001	-4.243e-004
-7.285e-001	-4.243e-004
-7.286e-001	-4.242e-004
-7.287e-001	-4.241e-004
-7.288e-001	-4.241e-004
-7.288e-001	-4.238e-004
-7.289e-001	-4.238e-004
-7.290e-001	-4.238e-004
-7.290e-001	-4.238e-004
-7.291e-001	-4.234e-004
-7.295e-001	-4.234e-004
-7.296e-001	-4.233e-004
-7.297e-001	-4.233e-004
-7.298e-001	-4.231e-004
-7.299e-001	-4.228e-004
-7.300e-001	-4.228e-004
-7.301e-001	-4.226e-004
-7.302e-001	-4.226e-004
-7.303e-001	-4.222e-004
-7.303e-001	-4.222e-004
-7.304e-001	-4.221e-004
-7.306e-001	-4.220e-004
-7.307e-001	-4.219e-004
-7.308e-001	-4.218e-004
-7.308e-001	-4.216e-004
-7.310e-001	-4.215e-004
-7.311e-001	-4.215e-004
-7.311e-001	-4.212e-004
-7.312e-001	-4.212e-004
-7.314e-001	-4.210e-004
-7.315e-001	-4.207e-004
-7.316e-001	-4.209e-004
-7.317e-001	-4.209e-004
-7.318e-001	-4.207e-004
-7.319e-001	-4.208e-004
-7.320e-001	-4.208e-004
-7.321e-001	-4.209e-004
-7.322e-001	-4.206e-004
-7.323e-001	-4.206e-004
-7.323e-001	-4.206e-004
-7.325e-001	-4.204e-004
-7.326e-001	-4.205e-004
-7.327e-001	-4.205e-004
-7.328e-001	-4.204e-004
-7.328e-001	-4.202e-004
-7.329e-001	-4.205e-004
-7.330e-001	-4.203e-004
-7.332e-001	-4.206e-004
-7.332e-001	-4.204e-004
-7.333e-001	-4.204e-004
-7.334e-001	-4.204e-004
-7.335e-001	-4.204e-004
-7.337e-001	-4.204e-004
-7.338e-001	-4.204e-004
-7.338e-001	-4.205e-004
-7.339e-001	-4.204e-004
-7.341e-001	-4.205e-004
-7.342e-001	-4.206e-004
-7.343e-001	-4.206e-004
-7.344e-001	-4.207e-004
-7.344e-001	-4.208e-004
-7.346e-001	-4.208e-004
-7.347e-001	-4.206e-004
-7.348e-001	-4.210e-004
-7.348e-001	-4.209e-004
-7.350e-001	-4.209e-004
-7.351e-001	-4.210e-004
-7.352e-001	-4.211e-004
-7.352e-001	-4.210e-004
-7.353e-001	-4.212e-004
-7.355e-001	-4.214e-004
-7.355e-001	-4.213e-004
-7.356e-001	-4.215e-004
-7.358e-001	-4.215e-004
-7.359e-001	-4.216e-004
-7.360e-001	-4.219e-004
-7.360e-001	-4.222e-004
-7.362e-001	-4.218e-004
-7.362e-001	-4.219e-004
-7.363e-001	-4.221e-004
-7.365e-001	-4.222e-004
-7.365e-001	-4.223e-004
-7.367e-001	-4.223e-004
-7.368e-001	-4.225e-004
-7.368e-001	-4.226e-004
-7.369e-001	-4.226e-004
-7.370e-001	-4.226e-004
-7.371e-001	-4.226e-004
-7.372e-001	-4.226e-004
-7.374e-001	-4.227e-004
-7.375e-001	-4.228e-004
-7.376e-001	-4.227e-004
-7.376e-001	-4.229e-004
-7.377e-001	-4.229e-004
-7.378e-001	-4.229e-004
-7.379e-001	-4.230e-004
-7.381e-001	-4.230e-004
-7.381e-001	-4.230e-004
-7.383e-001	-4.231e-004
-7.383e-001	-4.232e-004
-7.384e-001	-4.233e-004
-7.385e-001	-4.233e-004
-7.386e-001	-4.233e-004
-7.386e-001	-4.233e-004
-7.388e-001	-4.232e-004
-7.389e-001	-4.233e-004
-7.391e-001	-4.236e-004
-7.392e-001	-4.236e-004
-7.392e-001	-4.235e-004
-7.393e-001	-4.237e-004
-7.394e-001	-4.237e-004
-7.395e-001	-4.237e-004
-7.396e-001	-4.240e-004
-7.397e-001	-4.238e-004
-7.398e-001	-4.240e-004
-7.399e-001	-4.239e-004
-7.400e-001	-4.240e-004
-7.401e-001	-4.242e-004
-7.402e-001	-4.242e-004
-7.403e-001	-4.243e-004
-7.404e-001	-4.249e-004
-7.406e-001	-4.246e-004
-7.407e-001	-4.245e-004
-7.408e-001	-4.248e-004
-7.408e-001	-4.249e-004
-7.409e-001	-4.246e-004
-7.410e-001	-4.249e-004
-7.410e-001	-4.248e-004
-7.412e-001	-4.249e-004
-7.413e-001	-4.252e-004
-7.415e-001	-4.251e-004
-7.416e-001	-4.251e-004
-7.416e-001	-4.252e-004
-7.417e-001	-4.253e-004
-7.417e-001	-4.252e-004
-7.418e-001	-4.251e-004
-7.419e-001	-4.252e-004
-7.421e-001	-4.255e-004
-7.423e-001	-4.254e-004
-7.423e-001	-4.255e-004
-7.424e-001	-4.256e-004
-7.424e-001	-4.253e-004
-7.425e-001	-4.258e-004
-7.426e-001	-4.256e-004
-7.427e-001	-4.256e-004
-7.429e-001	-4.256e-004
-7.430e-001	-4.255e-004
-7.431e-001	-4.257e-004
-7.432e-001	-4.258e-004
-7.433e-001	-4.257e-004
-7.433e-001	-4.257e-004
-7.434e-001	-4.258e-004
-7.436e-001	-4.258e-004
-7.437e-001	-4.256e-004
-7.439e-001	-4.257e-004
-7.440e-001	-4.256e-004
-7.440e-001	-4.258e-004
-7.440e-001	-4.259e-004
-7.441e-001	-4.256e-004
-7.442e-001	-4.256e-004
-7.443e-001	-4.257e-004
-7.444e-001	-4.258e-004
-7.446e-001	-4.257e-004
-7.447e-001	-4.256e-004
-7.448e-001	-4.257e-004
-7.448e-001	-4.257e-004
-7.449e-001	-4.255e-004
-7.450e-001	-4.258e-004
-7.451e-001	-4.257e-004
-7.454e-001	-4.257e-004
-7.455e-001	-4.258e-004
-7.455e-001	-4.256e-004
-7.456e-001	-4.254e-004
-7.456e-001	-4.255e-004
-7.457e-001	-4.257e-004
-7.458e-001	-4.257e-004
-7.460e-001	-4.257e-004
-7.460e-001	-4.257e-004
-7.462e-001	-4.257e-004
-7.463e-001	-4.257e-004
-7.464e-001	-4.255e-004
-7.464e-001	-4.256e-004
-7.465e-001	-4.256e-004
-7.466e-001	-4.256e-004
-7.467e-001	-4.255e-004
-7.469e-001	-4.255e-004
-7.471e-001	-4.255e-004
-7.471e-001	-4.255e-004
-7.472e-001	-4.257e-004
-7.473e-001	-4.255e-004
-7.473e-001	-4.258e-004
-7.475e-001	-4.254e-004
-7.475e-001	-4.255e-004
-7.476e-001	-4.254e-004
-7.478e-001	-4.254e-004
-7.480e-001	-4.257e-004
-7.480e-001	-4.255e-004
-7.480e-001	-4.254e-004
-7.481e-001	-4.255e-004
-7.482e-001	-4.255e-004
-7.483e-001	-4.256e-004
-7.485e-001	-4.255e-004
-7.487e-001	-4.258e-004
-7.487e-001	-4.256e-004
-7.488e-001	-4.258e-004
-7.488e-001	-4.256e-004
-7.490e-001	-4.258e-004
-7.491e-001	-4.258e-004
-7.492e-001	-4.256e-004
-7.492e-001	-4.259e-004
-7.494e-001	-4.261e-004
-7.495e-001	-4.258e-004
-7.496e-001	-4.259e-004
-7.496e-001	-4.259e-004
-7.497e-001	-4.259e-004
-7.498e-001	-4.260e-004
-7.500e-001	-4.261e-004
-7.501e-001	-4.260e-004
-7.503e-001	-4.264e-004
-7.503e-001	-4.261e-004
-7.504e-001	-4.262e-004
-7.504e-001	-4.263e-004
-7.506e-001	-4.263e-004
-7.507e-001	-4.262e-004
-7.507e-001	-4.266e-004
-7.508e-001	-4.265e-004
-7.510e-001	-4.264e-004
-7.511e-001	-4.265e-004
-7.512e-001	-4.262e-004
-7.513e-001	-4.264e-004
-7.513e-001	-4.265e-004
-7.514e-001	-4.265e-004
-7.515e-001	-4.264e-004
-7.518e-001	-4.266e-004
-7.519e-001	-4.266e-004
-7.519e-001	-4.266e-004
-7.520e-001	-4.266e-004
-7.521e-001	-4.264e-004
-7.521e-001	-4.263e-004
-7.522e-001	-4.266e-004
-7.523e-001	-4.266e-004
-7.524e-001	-4.266e-004
-7.526e-001	-4.266e-004
-7.527e-001	-4.266e-004
-7.528e-001	-4.267e-004
-7.529e-001	-4.267e-004
-7.529e-001	-4.264e-004
-7.530e-001	-4.265e-004
-7.530e-001	-4.264e-004
-7.534e-001	-4.263e-004
-7.535e-001	-4.264e-004
-7.536e-001	-4.262e-004
-7.536e-001	-4.265e-004
-7.536e-001	-4.263e-004
-7.537e-001	-4.261e-004
-7.538e-001	-4.260e-004
-7.539e-001	-4.258e-004
-7.541e-001	-4.258e-004
-7.542e-001	-4.258e-004
-7.543e-001	-4.259e-004
-7.544e-001	-4.258e-004
-7.544e-001	-4.256e-004
-7.545e-001	-4.254e-004
-7.546e-001	-4.255e-004
-7.546e-001	-4.254e-004
-7.547e-001	-4.254e-004
-7.550e-001	-4.254e-004
-7.552e-001	-4.253e-004
-7.552e-001	-4.249e-004
-7.554e-001	-4.250e-004
-7.555e-001	-4.251e-004
-7.556e-001	-4.249e-004
-7.556e-001	-4.247e-004
-7.558e-001	-4.246e-004
-7.559e-001	-4.243e-004
-7.560e-001	-4.243e-004
-7.561e-001	-4.242e-004
-7.562e-001	-4.241e-004
-7.563e-001	-4.241e-004
-7.563e-001	-4.241e-004
-7.564e-001	-4.241e-004
-7.566e-001	-4.238e-004
-7.566e-001	-4.239e-004
-7.568e-001	-4.238e-004
-7.569e-001	-4.240e-004
-7.570e-001	-4.237e-004
-7.571e-001	-4.236e-004
-7.572e-001	-4.237e-004
-7.573e-001	-4.237e-004
-7.573e-001	-4.236e-004
-7.574e-001	-4.236e-004
-7.575e-001	-4.236e-004
-7.576e-001	-4.235e-004
-7.578e-001	-4.236e-004
-7.578e-001	-4.236e-004
-7.579e-001	-4.236e-004
-7.580e-001	-4.236e-004
-7.582e-001	-4.235e-004
-7.583e-001	-4.237e-004
-7.584e-001	-4.237e-004
-7.584e-001	-4.239e-004
-7.585e-001	-4.239e-004
-7.587e-001	-4.240e-004
-7.588e-001	-4.239e-004
-7.589e-001	-4.240e-004
-7.590e-001	-4.240e-004
-7.590e-001	-4.238e-004
-7.591e-001	-4.240e-004
-7.592e-001	-4.241e-004
-7.593e-001	-4.242e-004
-7.594e-001	-4.243e-004
-7.595e-001	-4.242e-004
-7.596e-001	-4.240e-004
-7.598e-001	-4.242e-004
-7.599e-001	-4.241e-004
-7.600e-001	-4.242e-004
-7.600e-001	-4.243e-004
-7.601e-001	-4.243e-004
-7.602e-001	-4.245e-004
-7.603e-001	-4.246e-004
-7.604e-001	-4.246e-004
-7.605e-001	-4.246e-004
-7.606e-001	-4.248e-004
-7.607e-001	-4.248e-004
-7.608e-001	-4.247e-004
-7.610e-001	-4.247e-004
-7.610e-001	-4.249e-004
-7.611e-001	-4.250e-004
-7.612e-001	-4.247e-004
-7.614e-001	-4.248e-004
-7.615e-001	-4.248e-004
-7.615e-001	-4.250e-004
-7.616e-001	-4.249e-004
-7.617e-001	-4.249e-004
-7.618e-001	-4.250e-004
-7.619e-001	-4.250e-004
-7.620e-001	-4.250e-004
-7.622e-001	-4.250e-004
-7.622e-001	-4.251e-004
-7.623e-001	-4.249e-004
-7.624e-001	-4.250e-004
-7.625e-001	-4.250e-004
-7.626e-001	-4.251e-004
-7.627e-001	-4.251e-004
-7.628e-001	-4.250e-004
-7.630e-001	-4.251e-004
-7.631e-001	-4.253e-004
-7.632e-001	-4.253e-004
-7.632e-001	-4.252e-004
-7.633e-001	-4.253e-004
