XY
	CURVE (1mkcl-5mmolar15btmapaq-nitrogen-rde1200mvpers-50mvpers.DTA)
-6.346e-001	-3.600e-004
-6.347e-001	-3.600e-004
-6.349e-001	-3.602e-004
-6.351e-001	-3.604e-004
-6.352e-001	-3.603e-004
-6.352e-001	-3.604e-004
-6.353e-001	-3.605e-004
-6.353e-001	-3.608e-004
-6.355e-001	-3.609e-004
-6.355e-001	-3.610e-004
-6.357e-001	-3.611e-004
-6.358e-001	-3.612e-004
-6.359e-001	-3.612e-004
-6.360e-001	-3.612e-004
-6.360e-001	-3.612e-004
-6.361e-001	-3.610e-004
-6.362e-001	-3.611e-004
-6.363e-001	-3.610e-004
-6.365e-001	-3.609e-004
-6.366e-001	-3.612e-004
-6.367e-001	-3.610e-004
-6.368e-001	-3.610e-004
-6.368e-001	-3.613e-004
-6.369e-001	-3.614e-004
-6.370e-001	-3.613e-004
-6.371e-001	-3.616e-004
-6.372e-001	-3.616e-004
-6.374e-001	-3.618e-004
-6.375e-001	-3.619e-004
-6.376e-001	-3.618e-004
-6.376e-001	-3.617e-004
-6.377e-001	-3.621e-004
-6.378e-001	-3.624e-004
-6.378e-001	-3.623e-004
-6.380e-001	-3.623e-004
-6.382e-001	-3.624e-004
-6.383e-001	-3.624e-004
-6.384e-001	-3.625e-004
-6.384e-001	-3.625e-004
-6.385e-001	-3.624e-004
-6.386e-001	-3.622e-004
-6.387e-001	-3.623e-004
-6.388e-001	-3.622e-004
-6.389e-001	-3.621e-004
-6.391e-001	-3.623e-004
-6.392e-001	-3.622e-004
-6.392e-001	-3.622e-004
-6.393e-001	-3.623e-004
-6.394e-001	-3.625e-004
-6.394e-001	-3.625e-004
-6.395e-001	-3.625e-004
-6.398e-001	-3.627e-004
-6.399e-001	-3.628e-004
-6.400e-001	-3.628e-004
-6.400e-001	-3.627e-004
-6.401e-001	-3.627e-004
-6.402e-001	-3.629e-004
-6.402e-001	-3.631e-004
-6.404e-001	-3.633e-004
-6.405e-001	-3.634e-004
-6.407e-001	-3.633e-004
-6.407e-001	-3.635e-004
-6.408e-001	-3.634e-004
-6.409e-001	-3.633e-004
-6.410e-001	-3.633e-004
-6.410e-001	-3.633e-004
-6.413e-001	-3.634e-004
-6.415e-001	-3.632e-004
-6.415e-001	-3.630e-004
-6.416e-001	-3.633e-004
-6.416e-001	-3.631e-004
-6.416e-001	-3.630e-004
-6.417e-001	-3.633e-004
-6.418e-001	-3.633e-004
-6.419e-001	-3.634e-004
-6.421e-001	-3.635e-004
-6.422e-001	-3.637e-004
-6.423e-001	-3.640e-004
-6.424e-001	-3.637e-004
-6.425e-001	-3.637e-004
-6.426e-001	-3.637e-004
-6.426e-001	-3.639e-004
-6.427e-001	-3.640e-004
-6.430e-001	-3.643e-004
-6.431e-001	-3.642e-004
-6.432e-001	-3.642e-004
-6.432e-001	-3.643e-004
-6.433e-001	-3.644e-004
-6.433e-001	-3.645e-004
-6.434e-001	-3.642e-004
-6.435e-001	-3.641e-004
-6.437e-001	-3.643e-004
-6.438e-001	-3.642e-004
-6.439e-001	-3.640e-004
-6.440e-001	-3.640e-004
-6.441e-001	-3.641e-004
-6.441e-001	-3.640e-004
-6.442e-001	-3.642e-004
-6.443e-001	-3.641e-004
-6.445e-001	-3.640e-004
-6.447e-001	-3.641e-004
-6.448e-001	-3.643e-004
-6.448e-001	-3.644e-004
-6.448e-001	-3.646e-004
-6.449e-001	-3.643e-004
-6.451e-001	-3.644e-004
-6.451e-001	-3.647e-004
-6.452e-001	-3.651e-004
-6.455e-001	-3.650e-004
-6.456e-001	-3.652e-004
-6.456e-001	-3.653e-004
-6.457e-001	-3.654e-004
-6.457e-001	-3.656e-004
-6.458e-001	-3.655e-004
-6.460e-001	-3.654e-004
-6.461e-001	-3.654e-004
-6.463e-001	-3.653e-004
-6.464e-001	-3.651e-004
-6.464e-001	-3.650e-004
-6.464e-001	-3.652e-004
-6.465e-001	-3.650e-004
-6.467e-001	-3.651e-004
-6.468e-001	-3.652e-004
-6.469e-001	-3.651e-004
-6.470e-001	-3.653e-004
-6.471e-001	-3.656e-004
-6.472e-001	-3.657e-004
-6.472e-001	-3.658e-004
-6.473e-001	-3.660e-004
-6.475e-001	-3.659e-004
-6.477e-001	-3.661e-004
-6.479e-001	-3.662e-004
-6.479e-001	-3.665e-004
-6.480e-001	-3.666e-004
-6.480e-001	-3.666e-004
-6.481e-001	-3.667e-004
-6.482e-001	-3.668e-004
-6.483e-001	-3.671e-004
-6.483e-001	-3.670e-004
-6.485e-001	-3.666e-004
-6.487e-001	-3.667e-004
-6.487e-001	-3.670e-004
-6.488e-001	-3.666e-004
-6.488e-001	-3.667e-004
-6.489e-001	-3.669e-004
-6.491e-001	-3.667e-004
-6.493e-001	-3.667e-004
-6.494e-001	-3.668e-004
-6.495e-001	-3.670e-004
-6.496e-001	-3.668e-004
-6.496e-001	-3.670e-004
-6.496e-001	-3.673e-004
-6.497e-001	-3.674e-004
-6.498e-001	-3.675e-004
-6.499e-001	-3.675e-004
-6.500e-001	-3.674e-004
-6.502e-001	-3.676e-004
-6.503e-001	-3.678e-004
-6.504e-001	-3.678e-004
-6.504e-001	-3.680e-004
-6.505e-001	-3.679e-004
-6.506e-001	-3.679e-004
-6.508e-001	-3.679e-004
-6.511e-001	-3.678e-004
-6.511e-001	-3.678e-004
-6.511e-001	-3.678e-004
-6.512e-001	-3.678e-004
-6.512e-001	-3.675e-004
-6.513e-001	-3.677e-004
-6.513e-001	-3.679e-004
-6.516e-001	-3.679e-004
-6.517e-001	-3.679e-004
-6.519e-001	-3.680e-004
-6.520e-001	-3.680e-004
-6.520e-001	-3.680e-004
-6.520e-001	-3.683e-004
-6.521e-001	-3.685e-004
-6.522e-001	-3.686e-004
-6.522e-001	-3.686e-004
-6.525e-001	-3.687e-004
-6.527e-001	-3.686e-004
-6.528e-001	-3.685e-004
-6.529e-001	-3.688e-004
-6.530e-001	-3.689e-004
-6.531e-001	-3.689e-004
-6.532e-001	-3.689e-004
-6.533e-001	-3.688e-004
-6.534e-001	-3.689e-004
-6.535e-001	-3.687e-004
-6.536e-001	-3.687e-004
-6.537e-001	-3.683e-004
-6.538e-001	-3.685e-004
-6.539e-001	-3.683e-004
-6.539e-001	-3.684e-004
-6.540e-001	-3.688e-004
-6.542e-001	-3.684e-004
-6.543e-001	-3.688e-004
-6.544e-001	-3.688e-004
-6.544e-001	-3.689e-004
-6.546e-001	-3.690e-004
-6.547e-001	-3.691e-004
-6.548e-001	-3.690e-004
-6.549e-001	-3.692e-004
-6.550e-001	-3.692e-004
-6.551e-001	-3.692e-004
-6.552e-001	-3.692e-004
-6.553e-001	-3.692e-004
-6.554e-001	-3.695e-004
-6.555e-001	-3.696e-004
-6.556e-001	-3.695e-004
-6.557e-001	-3.696e-004
-6.558e-001	-3.694e-004
-6.559e-001	-3.695e-004
-6.560e-001	-3.694e-004
-6.561e-001	-3.694e-004
-6.562e-001	-3.692e-004
-6.563e-001	-3.693e-004
-6.564e-001	-3.691e-004
-6.565e-001	-3.693e-004
-6.566e-001	-3.694e-004
-6.567e-001	-3.693e-004
-6.568e-001	-3.695e-004
-6.569e-001	-3.695e-004
-6.570e-001	-3.695e-004
-6.571e-001	-3.693e-004
-6.571e-001	-3.694e-004
-6.572e-001	-3.695e-004
-6.574e-001	-3.696e-004
-6.575e-001	-3.696e-004
-6.576e-001	-3.695e-004
-6.577e-001	-3.695e-004
-6.578e-001	-3.697e-004
-6.578e-001	-3.699e-004
-6.580e-001	-3.701e-004
-6.581e-001	-3.702e-004
-6.582e-001	-3.701e-004
-6.583e-001	-3.700e-004
-6.584e-001	-3.702e-004
-6.584e-001	-3.698e-004
-6.586e-001	-3.697e-004
-6.586e-001	-3.696e-004
-6.588e-001	-3.697e-004
-6.589e-001	-3.694e-004
-6.591e-001	-3.693e-004
-6.591e-001	-3.696e-004
-6.592e-001	-3.692e-004
-6.592e-001	-3.694e-004
-6.594e-001	-3.691e-004
-6.594e-001	-3.693e-004
-6.596e-001	-3.694e-004
-6.597e-001	-3.695e-004
-6.598e-001	-3.694e-004
-6.599e-001	-3.693e-004
-6.600e-001	-3.695e-004
-6.600e-001	-3.694e-004
-6.602e-001	-3.695e-004
-6.602e-001	-3.696e-004
-6.603e-001	-3.700e-004
-6.605e-001	-3.699e-004
-6.606e-001	-3.700e-004
-6.607e-001	-3.701e-004
-6.608e-001	-3.699e-004
-6.609e-001	-3.699e-004
-6.609e-001	-3.698e-004
-6.610e-001	-3.697e-004
-6.611e-001	-3.697e-004
-6.612e-001	-3.696e-004
-6.613e-001	-3.693e-004
-6.615e-001	-3.695e-004
-6.616e-001	-3.697e-004
-6.616e-001	-3.693e-004
-6.618e-001	-3.696e-004
-6.618e-001	-3.696e-004
-6.618e-001	-3.696e-004
-6.621e-001	-3.697e-004
-6.623e-001	-3.700e-004
-6.623e-001	-3.700e-004
-6.624e-001	-3.702e-004
-6.625e-001	-3.702e-004
-6.626e-001	-3.700e-004
-6.626e-001	-3.699e-004
-6.627e-001	-3.701e-004
-6.629e-001	-3.705e-004
-6.629e-001	-3.703e-004
-6.631e-001	-3.701e-004
-6.632e-001	-3.701e-004
-6.633e-001	-3.701e-004
-6.633e-001	-3.698e-004
-6.634e-001	-3.697e-004
-6.635e-001	-3.697e-004
-6.636e-001	-3.696e-004
-6.638e-001	-3.696e-004
-6.639e-001	-3.692e-004
-6.640e-001	-3.694e-004
-6.640e-001	-3.695e-004
-6.641e-001	-3.694e-004
-6.642e-001	-3.697e-004
-6.642e-001	-3.697e-004
-6.644e-001	-3.699e-004
-6.645e-001	-3.698e-004
-6.647e-001	-3.702e-004
-6.648e-001	-3.704e-004
-6.648e-001	-3.703e-004
-6.649e-001	-3.704e-004
-6.650e-001	-3.702e-004
-6.650e-001	-3.703e-004
-6.651e-001	-3.705e-004
-6.654e-001	-3.704e-004
-6.655e-001	-3.705e-004
-6.655e-001	-3.705e-004
-6.656e-001	-3.705e-004
-6.657e-001	-3.706e-004
-6.658e-001	-3.706e-004
-6.658e-001	-3.703e-004
-6.659e-001	-3.702e-004
-6.661e-001	-3.704e-004
-6.663e-001	-3.699e-004
-6.664e-001	-3.698e-004
-6.664e-001	-3.698e-004
-6.665e-001	-3.701e-004
-6.666e-001	-3.698e-004
-6.666e-001	-3.699e-004
-6.667e-001	-3.702e-004
-6.670e-001	-3.702e-004
-6.671e-001	-3.701e-004
-6.672e-001	-3.704e-004
-6.672e-001	-3.706e-004
-6.673e-001	-3.706e-004
-6.674e-001	-3.707e-004
-6.674e-001	-3.705e-004
-6.675e-001	-3.705e-004
-6.676e-001	-3.707e-004
-6.678e-001	-3.709e-004
-6.679e-001	-3.710e-004
-6.680e-001	-3.711e-004
-6.681e-001	-3.709e-004
-6.682e-001	-3.712e-004
-6.682e-001	-3.711e-004
-6.683e-001	-3.710e-004
-6.685e-001	-3.709e-004
-6.687e-001	-3.707e-004
-6.687e-001	-3.706e-004
-6.688e-001	-3.706e-004
-6.689e-001	-3.706e-004
-6.689e-001	-3.707e-004
-6.690e-001	-3.706e-004
-6.691e-001	-3.707e-004
-6.693e-001	-3.710e-004
-6.694e-001	-3.708e-004
-6.695e-001	-3.709e-004
-6.696e-001	-3.711e-004
-6.696e-001	-3.714e-004
-6.697e-001	-3.714e-004
-6.698e-001	-3.714e-004
-6.699e-001	-3.714e-004
-6.702e-001	-3.714e-004
-6.703e-001	-3.716e-004
-6.704e-001	-3.718e-004
-6.704e-001	-3.719e-004
-6.705e-001	-3.718e-004
-6.706e-001	-3.717e-004
-6.707e-001	-3.718e-004
-6.708e-001	-3.718e-004
-6.708e-001	-3.714e-004
-6.710e-001	-3.714e-004
-6.711e-001	-3.714e-004
-6.712e-001	-3.712e-004
-6.712e-001	-3.711e-004
-6.713e-001	-3.712e-004
-6.714e-001	-3.713e-004
-6.716e-001	-3.710e-004
-6.718e-001	-3.713e-004
-6.719e-001	-3.714e-004
-6.719e-001	-3.715e-004
-6.720e-001	-3.717e-004
-6.721e-001	-3.720e-004
-6.721e-001	-3.721e-004
-6.722e-001	-3.721e-004
-6.724e-001	-3.722e-004
-6.724e-001	-3.720e-004
-6.726e-001	-3.720e-004
-6.727e-001	-3.722e-004
-6.728e-001	-3.723e-004
-6.728e-001	-3.723e-004
-6.729e-001	-3.723e-004
-6.731e-001	-3.723e-004
-6.731e-001	-3.722e-004
-6.733e-001	-3.721e-004
-6.735e-001	-3.720e-004
-6.736e-001	-3.720e-004
-6.736e-001	-3.721e-004
-6.737e-001	-3.718e-004
-6.738e-001	-3.719e-004
-6.738e-001	-3.719e-004
-6.740e-001	-3.721e-004
-6.741e-001	-3.720e-004
-6.742e-001	-3.722e-004
-6.744e-001	-3.723e-004
-6.744e-001	-3.722e-004
-6.744e-001	-3.725e-004
-6.745e-001	-3.726e-004
-6.747e-001	-3.729e-004
-6.749e-001	-3.729e-004
-6.751e-001	-3.728e-004
-6.751e-001	-3.728e-004
-6.751e-001	-3.730e-004
-6.752e-001	-3.732e-004
-6.752e-001	-3.731e-004
-6.753e-001	-3.734e-004
-6.755e-001	-3.732e-004
-6.754e-001	-3.732e-004
-6.755e-001	-3.731e-004
-6.758e-001	-3.731e-004
-6.760e-001	-3.728e-004
-6.760e-001	-3.728e-004
-6.760e-001	-3.730e-004
-6.761e-001	-3.728e-004
-6.761e-001	-3.728e-004
-6.764e-001	-3.728e-004
-6.767e-001	-3.730e-004
-6.768e-001	-3.729e-004
-6.768e-001	-3.731e-004
-6.768e-001	-3.734e-004
-6.769e-001	-3.731e-004
-6.769e-001	-3.734e-004
-6.769e-001	-3.735e-004
-6.771e-001	-3.737e-004
-6.772e-001	-3.737e-004
-6.773e-001	-3.739e-004
-6.775e-001	-3.736e-004
-6.776e-001	-3.736e-004
-6.776e-001	-3.742e-004
-6.777e-001	-3.741e-004
-6.777e-001	-3.743e-004
-6.778e-001	-3.741e-004
-6.780e-001	-3.742e-004
-6.783e-001	-3.742e-004
-6.784e-001	-3.741e-004
-6.784e-001	-3.740e-004
-6.786e-001	-3.738e-004
-6.787e-001	-3.739e-004
-6.788e-001	-3.736e-004
-6.789e-001	-3.736e-004
-6.790e-001	-3.737e-004
-6.791e-001	-3.738e-004
-6.792e-001	-3.735e-004
-6.792e-001	-3.737e-004
-6.794e-001	-3.738e-004
-6.795e-001	-3.738e-004
-6.796e-001	-3.741e-004
-6.796e-001	-3.740e-004
-6.798e-001	-3.742e-004
-6.799e-001	-3.742e-004
-6.800e-001	-3.740e-004
-6.801e-001	-3.742e-004
-6.802e-001	-3.741e-004
-6.803e-001	-3.744e-004
-6.804e-001	-3.744e-004
-6.804e-001	-3.745e-004
-6.806e-001	-3.744e-004
-6.807e-001	-3.746e-004
-6.807e-001	-3.744e-004
-6.808e-001	-3.742e-004
-6.810e-001	-3.742e-004
-6.811e-001	-3.742e-004
-6.812e-001	-3.739e-004
-6.812e-001	-3.736e-004
-6.814e-001	-3.737e-004
-6.815e-001	-3.737e-004
-6.816e-001	-3.738e-004
-6.817e-001	-3.737e-004
-6.817e-001	-3.738e-004
-6.819e-001	-3.740e-004
-6.819e-001	-3.739e-004
-6.821e-001	-3.741e-004
-6.822e-001	-3.741e-004
-6.823e-001	-3.743e-004
-6.824e-001	-3.742e-004
-6.824e-001	-3.740e-004
-6.826e-001	-3.738e-004
-6.827e-001	-3.739e-004
-6.827e-001	-3.743e-004
-6.828e-001	-3.742e-004
-6.831e-001	-3.743e-004
-6.831e-001	-3.742e-004
-6.832e-001	-3.743e-004
-6.832e-001	-3.743e-004
-6.833e-001	-3.741e-004
-6.835e-001	-3.741e-004
-6.835e-001	-3.738e-004
-6.836e-001	-3.738e-004
-6.837e-001	-3.738e-004
-6.839e-001	-3.736e-004
-6.840e-001	-3.738e-004
-6.841e-001	-3.736e-004
-6.841e-001	-3.738e-004
-6.842e-001	-3.737e-004
-6.843e-001	-3.739e-004
-6.844e-001	-3.740e-004
-6.846e-001	-3.741e-004
-6.847e-001	-3.742e-004
-6.848e-001	-3.744e-004
-6.848e-001	-3.742e-004
-6.849e-001	-3.742e-004
-6.850e-001	-3.740e-004
-6.851e-001	-3.740e-004
-6.852e-001	-3.743e-004
-6.854e-001	-3.743e-004
-6.855e-001	-3.744e-004
-6.856e-001	-3.742e-004
-6.856e-001	-3.744e-004
-6.857e-001	-3.744e-004
-6.858e-001	-3.742e-004
-6.859e-001	-3.741e-004
-6.860e-001	-3.740e-004
-6.862e-001	-3.740e-004
-6.863e-001	-3.738e-004
-6.864e-001	-3.738e-004
-6.864e-001	-3.739e-004
-6.865e-001	-3.741e-004
-6.866e-001	-3.740e-004
-6.867e-001	-3.740e-004
-6.868e-001	-3.739e-004
-6.869e-001	-3.739e-004
-6.870e-001	-3.741e-004
-6.872e-001	-3.741e-004
-6.872e-001	-3.744e-004
-6.873e-001	-3.742e-004
-6.874e-001	-3.740e-004
-6.875e-001	-3.742e-004
-6.876e-001	-3.742e-004
-6.878e-001	-3.745e-004
-6.880e-001	-3.746e-004
-6.880e-001	-3.747e-004
-6.880e-001	-3.746e-004
-6.881e-001	-3.748e-004
-6.882e-001	-3.749e-004
-6.883e-001	-3.746e-004
-6.884e-001	-3.744e-004
-6.885e-001	-3.744e-004
-6.887e-001	-3.745e-004
-6.887e-001	-3.743e-004
-6.889e-001	-3.744e-004
-6.889e-001	-3.743e-004
-6.890e-001	-3.743e-004
-6.890e-001	-3.743e-004
-6.892e-001	-3.742e-004
-6.893e-001	-3.742e-004
-6.895e-001	-3.744e-004
-6.896e-001	-3.742e-004
-6.896e-001	-3.745e-004
-6.897e-001	-3.745e-004
-6.898e-001	-3.746e-004
-6.898e-001	-3.745e-004
-6.900e-001	-3.745e-004
-6.902e-001	-3.745e-004
-6.903e-001	-3.748e-004
-6.904e-001	-3.750e-004
-6.905e-001	-3.750e-004
-6.905e-001	-3.751e-004
-6.906e-001	-3.752e-004
-6.906e-001	-3.751e-004
-6.907e-001	-3.747e-004
-6.910e-001	-3.748e-004
-6.911e-001	-3.748e-004
-6.912e-001	-3.747e-004
-6.912e-001	-3.743e-004
-6.912e-001	-3.745e-004
-6.914e-001	-3.745e-004
-6.914e-001	-3.745e-004
-6.915e-001	-3.746e-004
-6.916e-001	-3.744e-004
-6.918e-001	-3.743e-004
-6.920e-001	-3.744e-004
-6.920e-001	-3.746e-004
-6.921e-001	-3.746e-004
-6.922e-001	-3.746e-004
-6.922e-001	-3.748e-004
-6.922e-001	-3.745e-004
-6.925e-001	-3.744e-004
-6.927e-001	-3.746e-004
-6.927e-001	-3.751e-004
-6.928e-001	-3.750e-004
-6.929e-001	-3.752e-004
-6.929e-001	-3.751e-004
-6.930e-001	-3.751e-004
-6.931e-001	-3.753e-004
-6.932e-001	-3.751e-004
-6.934e-001	-3.748e-004
-6.935e-001	-3.747e-004
-6.936e-001	-3.748e-004
-6.936e-001	-3.744e-004
-6.937e-001	-3.744e-004
-6.938e-001	-3.746e-004
-6.939e-001	-3.744e-004
-6.941e-001	-3.743e-004
-6.943e-001	-3.742e-004
-6.944e-001	-3.743e-004
-6.944e-001	-3.742e-004
-6.944e-001	-3.743e-004
-6.945e-001	-3.744e-004
-6.946e-001	-3.744e-004
-6.947e-001	-3.744e-004
-6.948e-001	-3.743e-004
-6.951e-001	-3.744e-004
-6.952e-001	-3.743e-004
-6.952e-001	-3.746e-004
-6.953e-001	-3.747e-004
-6.954e-001	-3.749e-004
-6.954e-001	-3.749e-004
-6.954e-001	-3.748e-004
-6.957e-001	-3.750e-004
-6.959e-001	-3.748e-004
-6.960e-001	-3.747e-004
-6.960e-001	-3.747e-004
-6.961e-001	-3.747e-004
-6.961e-001	-3.745e-004
-6.962e-001	-3.744e-004
-6.963e-001	-3.746e-004
-6.965e-001	-3.744e-004
-6.967e-001	-3.744e-004
-6.967e-001	-3.744e-004
-6.968e-001	-3.744e-004
-6.968e-001	-3.743e-004
-6.970e-001	-3.744e-004
-6.970e-001	-3.744e-004
-6.972e-001	-3.744e-004
-6.974e-001	-3.745e-004
-6.975e-001	-3.743e-004
-6.975e-001	-3.744e-004
-6.976e-001	-3.746e-004
-6.977e-001	-3.749e-004
-6.978e-001	-3.751e-004
-6.978e-001	-3.751e-004
-6.979e-001	-3.751e-004
-6.980e-001	-3.752e-004
-6.981e-001	-3.752e-004
-6.983e-001	-3.750e-004
-6.984e-001	-3.748e-004
-6.985e-001	-3.751e-004
-6.985e-001	-3.751e-004
-6.986e-001	-3.748e-004
-6.988e-001	-3.748e-004
-6.991e-001	-3.751e-004
-6.991e-001	-3.749e-004
-6.991e-001	-3.751e-004
-6.992e-001	-3.749e-004
-6.993e-001	-3.748e-004
-6.993e-001	-3.748e-004
-6.994e-001	-3.751e-004
-6.995e-001	-3.751e-004
-6.996e-001	-3.752e-004
-6.998e-001	-3.751e-004
-6.999e-001	-3.752e-004
-7.000e-001	-3.752e-004
-7.001e-001	-3.754e-004
-7.001e-001	-3.757e-004
-7.002e-001	-3.758e-004
-7.003e-001	-3.760e-004
-7.007e-001	-3.761e-004
-7.007e-001	-3.761e-004
-7.007e-001	-3.760e-004
-7.008e-001	-3.761e-004
-7.009e-001	-3.759e-004
-7.009e-001	-3.759e-004
-7.009e-001	-3.759e-004
-7.011e-001	-3.758e-004
-7.011e-001	-3.759e-004
-7.013e-001	-3.759e-004
-7.015e-001	-3.759e-004
-7.016e-001	-3.760e-004
-7.017e-001	-3.761e-004
-7.018e-001	-3.761e-004
-7.018e-001	-3.762e-004
-7.019e-001	-3.764e-004
-7.021e-001	-3.767e-004
-7.023e-001	-3.765e-004
-7.024e-001	-3.768e-004
-7.024e-001	-3.767e-004
-7.025e-001	-3.768e-004
-7.025e-001	-3.771e-004
-7.026e-001	-3.772e-004
-7.027e-001	-3.775e-004
-7.028e-001	-3.773e-004
-7.030e-001	-3.774e-004
-7.031e-001	-3.774e-004
-7.032e-001	-3.773e-004
-7.032e-001	-3.771e-004
-7.033e-001	-3.771e-004
-7.034e-001	-3.770e-004
-7.034e-001	-3.769e-004
-7.037e-001	-3.768e-004
-7.038e-001	-3.769e-004
-7.039e-001	-3.770e-004
-7.040e-001	-3.770e-004
-7.042e-001	-3.769e-004
-7.043e-001	-3.772e-004
-7.043e-001	-3.772e-004
-7.045e-001	-3.773e-004
-7.045e-001	-3.775e-004
-7.047e-001	-3.776e-004
-7.048e-001	-3.776e-004
-7.048e-001	-3.777e-004
-7.050e-001	-3.776e-004
-7.051e-001	-3.776e-004
-7.052e-001	-3.780e-004
-7.053e-001	-3.781e-004
-7.054e-001	-3.780e-004
-7.055e-001	-3.781e-004
-7.056e-001	-3.780e-004
-7.057e-001	-3.779e-004
-7.058e-001	-3.780e-004
-7.059e-001	-3.777e-004
-7.059e-001	-3.776e-004
-7.060e-001	-3.775e-004
-7.062e-001	-3.775e-004
-7.063e-001	-3.775e-004
-7.063e-001	-3.776e-004
-7.065e-001	-3.778e-004
-7.066e-001	-3.779e-004
-7.066e-001	-3.781e-004
-7.067e-001	-3.781e-004
-7.068e-001	-3.783e-004
-7.070e-001	-3.784e-004
-7.071e-001	-3.784e-004
-7.072e-001	-3.787e-004
-7.072e-001	-3.786e-004
-7.073e-001	-3.787e-004
-7.074e-001	-3.785e-004
-7.076e-001	-3.786e-004
-7.076e-001	-3.790e-004
-7.078e-001	-3.790e-004
-7.079e-001	-3.791e-004
-7.080e-001	-3.790e-004
-7.080e-001	-3.788e-004
-7.082e-001	-3.788e-004
-7.082e-001	-3.787e-004
-7.084e-001	-3.784e-004
-7.085e-001	-3.783e-004
-7.086e-001	-3.783e-004
-7.087e-001	-3.780e-004
-7.088e-001	-3.782e-004
-7.088e-001	-3.782e-004
-7.089e-001	-3.781e-004
-7.091e-001	-3.783e-004
-7.091e-001	-3.782e-004
-7.092e-001	-3.780e-004
-7.094e-001	-3.783e-004
-7.094e-001	-3.784e-004
-7.095e-001	-3.783e-004
-7.097e-001	-3.784e-004
-7.097e-001	-3.783e-004
-7.098e-001	-3.784e-004
-7.099e-001	-3.782e-004
-7.100e-001	-3.779e-004
-7.102e-001	-3.782e-004
-7.103e-001	-3.782e-004
-7.104e-001	-3.781e-004
-7.104e-001	-3.776e-004
-7.105e-001	-3.775e-004
-7.107e-001	-3.775e-004
-7.107e-001	-3.773e-004
-7.108e-001	-3.769e-004
-7.110e-001	-3.766e-004
-7.111e-001	-3.767e-004
-7.112e-001	-3.762e-004
-7.113e-001	-3.761e-004
-7.114e-001	-3.763e-004
-7.114e-001	-3.763e-004
-7.114e-001	-3.762e-004
-7.116e-001	-3.764e-004
-7.118e-001	-3.767e-004
-7.119e-001	-3.767e-004
-7.120e-001	-3.767e-004
-7.120e-001	-3.768e-004
-7.121e-001	-3.768e-004
-7.122e-001	-3.768e-004
-7.123e-001	-3.768e-004
-7.124e-001	-3.767e-004
-7.125e-001	-3.767e-004
-7.127e-001	-3.769e-004
-7.128e-001	-3.770e-004
-7.128e-001	-3.769e-004
-7.129e-001	-3.768e-004
-7.130e-001	-3.767e-004
-7.130e-001	-3.768e-004
-7.132e-001	-3.764e-004
-7.134e-001	-3.761e-004
-7.135e-001	-3.760e-004
-7.136e-001	-3.759e-004
-7.137e-001	-3.756e-004
-7.137e-001	-3.756e-004
-7.138e-001	-3.757e-004
-7.139e-001	-3.757e-004
-7.140e-001	-3.759e-004
-7.142e-001	-3.761e-004
-7.143e-001	-3.761e-004
-7.144e-001	-3.759e-004
-7.145e-001	-3.761e-004
-7.145e-001	-3.763e-004
-7.146e-001	-3.765e-004
-7.146e-001	-3.764e-004
-7.147e-001	-3.764e-004
-7.149e-001	-3.763e-004
-7.151e-001	-3.762e-004
-7.152e-001	-3.767e-004
-7.153e-001	-3.766e-004
-7.153e-001	-3.768e-004
-7.154e-001	-3.767e-004
-7.154e-001	-3.767e-004
-7.156e-001	-3.768e-004
-7.157e-001	-3.767e-004
-7.158e-001	-3.761e-004
-7.160e-001	-3.761e-004
-7.160e-001	-3.761e-004
-7.161e-001	-3.757e-004
-7.162e-001	-3.756e-004
-7.162e-001	-3.759e-004
-7.163e-001	-3.758e-004
-7.166e-001	-3.756e-004
-7.167e-001	-3.757e-004
-7.168e-001	-3.757e-004
-7.168e-001	-3.756e-004
-7.169e-001	-3.757e-004
-7.170e-001	-3.760e-004
-7.170e-001	-3.760e-004
-7.171e-001	-3.761e-004
-7.173e-001	-3.760e-004
-7.174e-001	-3.761e-004
-7.176e-001	-3.762e-004
-7.176e-001	-3.767e-004
-7.177e-001	-3.768e-004
-7.177e-001	-3.768e-004
-7.178e-001	-3.767e-004
-7.179e-001	-3.768e-004
-7.181e-001	-3.766e-004
-7.183e-001	-3.764e-004
-7.184e-001	-3.763e-004
-7.184e-001	-3.760e-004
-7.185e-001	-3.759e-004
-7.185e-001	-3.757e-004
-7.186e-001	-3.755e-004
-7.187e-001	-3.757e-004
-7.188e-001	-3.757e-004
-7.190e-001	-3.758e-004
-7.191e-001	-3.756e-004
-7.192e-001	-3.759e-004
-7.193e-001	-3.757e-004
-7.193e-001	-3.761e-004
-7.194e-001	-3.763e-004
-7.194e-001	-3.765e-004
-7.198e-001	-3.765e-004
-7.199e-001	-3.765e-004
-7.199e-001	-3.766e-004
-7.200e-001	-3.767e-004
-7.201e-001	-3.768e-004
-7.201e-001	-3.768e-004
-7.202e-001	-3.769e-004
-7.203e-001	-3.769e-004
-7.204e-001	-3.769e-004
-7.206e-001	-3.767e-004
-7.207e-001	-3.767e-004
-7.208e-001	-3.763e-004
-7.209e-001	-3.761e-004
-7.210e-001	-3.763e-004
-7.210e-001	-3.760e-004
-7.211e-001	-3.761e-004
-7.213e-001	-3.761e-004
-7.215e-001	-3.759e-004
-7.215e-001	-3.761e-004
-7.216e-001	-3.761e-004
