XY
	CURVE (1mkcl-nitrogen-rde-400-50mvpers.DTA)
-7.651e-001	-1.002e-005
-7.652e-001	-9.930e-006
-7.653e-001	-1.021e-005
-7.654e-001	-1.011e-005
-7.655e-001	-1.014e-005
-7.656e-001	-1.022e-005
-7.657e-001	-9.820e-006
-7.658e-001	-9.775e-006
-7.659e-001	-9.903e-006
-7.661e-001	-9.854e-006
-7.661e-001	-9.873e-006
-7.662e-001	-1.026e-005
-7.663e-001	-9.689e-006
-7.664e-001	-9.943e-006
-7.665e-001	-9.653e-006
-7.667e-001	-1.030e-005
-7.667e-001	-1.025e-005
-7.668e-001	-9.722e-006
-7.669e-001	-1.042e-005
-7.670e-001	-1.009e-005
-7.671e-001	-1.026e-005
-7.672e-001	-1.025e-005
-7.673e-001	-1.009e-005
-7.675e-001	-1.073e-005
-7.675e-001	-1.016e-005
-7.676e-001	-9.822e-006
-7.677e-001	-1.036e-005
-7.678e-001	-1.051e-005
-7.679e-001	-1.026e-005
-7.680e-001	-1.022e-005
-7.681e-001	-9.826e-006
-7.683e-001	-9.999e-006
-7.683e-001	-9.949e-006
-7.684e-001	-9.940e-006
-7.685e-001	-9.721e-006
-7.686e-001	-9.991e-006
-7.687e-001	-9.751e-006
-7.688e-001	-1.014e-005
-7.689e-001	-9.844e-006
-7.691e-001	-9.780e-006
-7.691e-001	-9.820e-006
-7.692e-001	-9.797e-006
-7.693e-001	-1.002e-005
-7.694e-001	-9.759e-006
-7.695e-001	-1.006e-005
-7.696e-001	-1.012e-005
-7.697e-001	-9.731e-006
-7.698e-001	-1.007e-005
-7.699e-001	-1.012e-005
-7.700e-001	-1.030e-005
-7.701e-001	-9.971e-006
-7.702e-001	-9.897e-006
-7.703e-001	-9.943e-006
-7.704e-001	-1.020e-005
-7.706e-001	-9.529e-006
-7.707e-001	-1.006e-005
-7.707e-001	-1.014e-005
-7.708e-001	-1.025e-005
-7.709e-001	-1.018e-005
-7.711e-001	-1.014e-005
-7.711e-001	-1.001e-005
-7.712e-001	-1.029e-005
-7.713e-001	-1.019e-005
-7.714e-001	-9.693e-006
-7.715e-001	-9.878e-006
-7.716e-001	-9.968e-006
-7.717e-001	-1.007e-005
-7.718e-001	-1.031e-005
-7.718e-001	-9.819e-006
-7.720e-001	-9.812e-006
-7.721e-001	-9.643e-006
-7.723e-001	-1.015e-005
-7.723e-001	-1.015e-005
-7.724e-001	-9.959e-006
-7.725e-001	-9.949e-006
-7.727e-001	-1.020e-005
-7.727e-001	-1.035e-005
-7.728e-001	-1.028e-005
-7.729e-001	-9.930e-006
-7.731e-001	-1.002e-005
-7.731e-001	-1.013e-005
-7.732e-001	-9.873e-006
-7.733e-001	-9.994e-006
-7.734e-001	-1.080e-005
-7.735e-001	-1.012e-005
-7.735e-001	-1.020e-005
-7.737e-001	-9.762e-006
-7.739e-001	-1.023e-005
-7.739e-001	-1.009e-005
-7.741e-001	-1.031e-005
-7.741e-001	-1.038e-005
-7.743e-001	-9.877e-006
-7.743e-001	-1.006e-005
-7.744e-001	-9.918e-006
-7.745e-001	-1.008e-005
-7.747e-001	-9.974e-006
-7.747e-001	-9.992e-006
-7.748e-001	-1.017e-005
-7.748e-001	-9.942e-006
-7.750e-001	-1.014e-005
-7.751e-001	-9.965e-006
-7.752e-001	-9.665e-006
-7.753e-001	-1.024e-005
-7.754e-001	-1.001e-005
-7.755e-001	-1.030e-005
-7.756e-001	-1.018e-005
-7.757e-001	-9.909e-006
-7.758e-001	-1.024e-005
-7.760e-001	-1.018e-005
-7.760e-001	-1.050e-005
-7.761e-001	-1.012e-005
-7.762e-001	-9.927e-006
-7.763e-001	-1.027e-005
-7.764e-001	-1.020e-005
-7.765e-001	-9.915e-006
-7.766e-001	-9.955e-006
-7.766e-001	-9.999e-006
-7.768e-001	-1.034e-005
-7.769e-001	-9.868e-006
-7.770e-001	-1.020e-005
-7.771e-001	-1.026e-005
-7.772e-001	-9.810e-006
-7.773e-001	-1.026e-005
-7.774e-001	-9.792e-006
-7.776e-001	-9.968e-006
-7.776e-001	-1.055e-005
-7.778e-001	-1.033e-005
-7.778e-001	-9.935e-006
-7.779e-001	-9.914e-006
-7.780e-001	-9.628e-006
-7.781e-001	-9.743e-006
-7.781e-001	-9.636e-006
-7.783e-001	-1.022e-005
-7.784e-001	-1.010e-005
-7.785e-001	-1.013e-005
-7.786e-001	-1.009e-005
-7.787e-001	-1.041e-005
-7.788e-001	-9.755e-006
-7.789e-001	-1.055e-005
-7.790e-001	-1.041e-005
-7.791e-001	-1.023e-005
-7.792e-001	-1.015e-005
-7.794e-001	-1.016e-005
-7.794e-001	-1.049e-005
-7.795e-001	-9.906e-006
-7.796e-001	-1.010e-005
-7.797e-001	-1.021e-005
-7.797e-001	-9.993e-006
-7.798e-001	-1.008e-005
-7.800e-001	-1.030e-005
-7.801e-001	-1.021e-005
-7.802e-001	-1.040e-005
-7.803e-001	-1.006e-005
-7.804e-001	-1.025e-005
-7.805e-001	-9.774e-006
-7.806e-001	-1.002e-005
-7.807e-001	-9.952e-006
-7.808e-001	-1.003e-005
-7.809e-001	-9.973e-006
-7.810e-001	-9.703e-006
-7.811e-001	-1.045e-005
-7.812e-001	-9.715e-006
-7.813e-001	-9.906e-006
-7.814e-001	-1.021e-005
-7.815e-001	-9.591e-006
-7.816e-001	-1.015e-005
-7.817e-001	-9.930e-006
-7.818e-001	-1.025e-005
-7.819e-001	-9.589e-006
-7.820e-001	-9.901e-006
-7.821e-001	-1.040e-005
-7.823e-001	-1.046e-005
-7.823e-001	-1.025e-005
-7.824e-001	-1.034e-005
-7.825e-001	-1.053e-005
-7.826e-001	-1.035e-005
-7.827e-001	-1.026e-005
-7.828e-001	-1.009e-005
-7.829e-001	-1.033e-005
-7.830e-001	-1.008e-005
-7.831e-001	-1.032e-005
-7.832e-001	-1.015e-005
-7.833e-001	-1.024e-005
-7.834e-001	-9.998e-006
-7.835e-001	-9.803e-006
-7.836e-001	-1.005e-005
-7.837e-001	-1.016e-005
-7.838e-001	-1.007e-005
-7.839e-001	-1.051e-005
-7.840e-001	-1.002e-005
-7.841e-001	-9.519e-006
-7.842e-001	-1.018e-005
-7.843e-001	-1.004e-005
-7.844e-001	-1.060e-005
-7.845e-001	-1.041e-005
-7.846e-001	-1.033e-005
-7.847e-001	-1.019e-005
-7.848e-001	-1.030e-005
-7.849e-001	-1.013e-005
-7.850e-001	-1.023e-005
-7.851e-001	-1.028e-005
-7.852e-001	-9.781e-006
-7.853e-001	-1.030e-005
-7.854e-001	-1.013e-005
-7.855e-001	-1.038e-005
-7.856e-001	-1.018e-005
-7.857e-001	-1.035e-005
-7.859e-001	-1.000e-005
-7.860e-001	-1.047e-005
-7.860e-001	-1.003e-005
-7.861e-001	-1.016e-005
-7.862e-001	-1.042e-005
-7.863e-001	-1.032e-005
-7.864e-001	-1.034e-005
-7.865e-001	-1.009e-005
-7.866e-001	-1.026e-005
-7.868e-001	-1.051e-005
-7.868e-001	-1.048e-005
-7.869e-001	-1.019e-005
-7.871e-001	-9.988e-006
-7.871e-001	-1.023e-005
-7.872e-001	-1.051e-005
-7.873e-001	-1.014e-005
-7.874e-001	-1.002e-005
-7.875e-001	-1.016e-005
-7.876e-001	-1.007e-005
-7.877e-001	-9.986e-006
-7.878e-001	-1.035e-005
-7.879e-001	-1.046e-005
-7.880e-001	-9.949e-006
-7.881e-001	-1.027e-005
-7.882e-001	-1.015e-005
-7.883e-001	-1.003e-005
-7.884e-001	-1.045e-005
-7.885e-001	-1.003e-005
-7.887e-001	-9.984e-006
-7.887e-001	-1.018e-005
-7.888e-001	-1.024e-005
-7.889e-001	-1.014e-005
-7.890e-001	-1.094e-005
-7.891e-001	-1.006e-005
-7.892e-001	-1.038e-005
-7.893e-001	-1.042e-005
-7.894e-001	-1.058e-005
-7.895e-001	-1.043e-005
-7.896e-001	-9.865e-006
-7.897e-001	-1.009e-005
-7.898e-001	-9.934e-006
-7.899e-001	-1.022e-005
-7.900e-001	-1.056e-005
-7.901e-001	-1.034e-005
-7.902e-001	-1.012e-005
-7.903e-001	-1.016e-005
-7.904e-001	-1.064e-005
-7.906e-001	-1.023e-005
-7.906e-001	-1.017e-005
-7.907e-001	-1.027e-005
-7.908e-001	-9.890e-006
-7.909e-001	-1.010e-005
-7.910e-001	-1.035e-005
-7.911e-001	-1.036e-005
-7.912e-001	-1.024e-005
-7.914e-001	-1.004e-005
-7.914e-001	-1.013e-005
-7.915e-001	-9.965e-006
-7.916e-001	-1.012e-005
-7.917e-001	-1.047e-005
-7.918e-001	-1.048e-005
-7.919e-001	-1.039e-005
-7.920e-001	-1.026e-005
-7.921e-001	-1.044e-005
-7.922e-001	-1.004e-005
-7.923e-001	-1.044e-005
-7.924e-001	-1.013e-005
-7.925e-001	-1.037e-005
-7.925e-001	-1.010e-005
-7.927e-001	-1.046e-005
-7.928e-001	-1.056e-005
-7.929e-001	-9.917e-006
-7.931e-001	-1.013e-005
-7.931e-001	-1.023e-005
-7.932e-001	-1.009e-005
-7.933e-001	-1.015e-005
-7.934e-001	-1.019e-005
-7.935e-001	-1.049e-005
-7.936e-001	-1.042e-005
-7.937e-001	-1.026e-005
-7.938e-001	-1.014e-005
-7.939e-001	-1.017e-005
-7.940e-001	-1.038e-005
-7.941e-001	-1.021e-005
-7.941e-001	-1.031e-005
-7.943e-001	-1.011e-005
-7.944e-001	-9.983e-006
-7.946e-001	-1.029e-005
-7.946e-001	-1.054e-005
-7.947e-001	-1.040e-005
-7.948e-001	-1.043e-005
-7.949e-001	-1.030e-005
-7.950e-001	-1.017e-005
-7.951e-001	-1.022e-005
-7.952e-001	-1.077e-005
-7.953e-001	-1.045e-005
-7.954e-001	-1.043e-005
-7.955e-001	-1.035e-005
-7.956e-001	-1.073e-005
-7.957e-001	-1.004e-005
-7.958e-001	-1.030e-005
-7.959e-001	-1.027e-005
-7.960e-001	-1.059e-005
-7.962e-001	-1.020e-005
-7.963e-001	-1.056e-005
-7.963e-001	-1.049e-005
-7.964e-001	-1.020e-005
-7.965e-001	-1.028e-005
-7.966e-001	-1.032e-005
-7.967e-001	-1.006e-005
-7.968e-001	-1.044e-005
-7.970e-001	-1.014e-005
-7.970e-001	-1.055e-005
-7.971e-001	-1.003e-005
-7.972e-001	-1.008e-005
-7.973e-001	-1.018e-005
-7.974e-001	-1.031e-005
-7.975e-001	-1.017e-005
-7.976e-001	-1.029e-005
-7.977e-001	-1.009e-005
-7.978e-001	-1.049e-005
-7.979e-001	-1.032e-005
-7.980e-001	-1.006e-005
-7.981e-001	-1.045e-005
-7.982e-001	-1.058e-005
-7.983e-001	-1.033e-005
-7.984e-001	-1.053e-005
-7.985e-001	-1.045e-005
-7.986e-001	-9.913e-006
-7.987e-001	-1.011e-005
-7.988e-001	-1.066e-005
-7.989e-001	-1.064e-005
-7.990e-001	-1.001e-005
-7.990e-001	-1.104e-005
-7.992e-001	-1.069e-005
-7.994e-001	-1.015e-005
-7.994e-001	-1.030e-005
-7.995e-001	-1.004e-005
-7.996e-001	-1.024e-005
-7.997e-001	-9.843e-006
-7.998e-001	-1.030e-005
-7.999e-001	-1.007e-005
-8.000e-001	-1.003e-005
-8.001e-001	-9.896e-006
-8.002e-001	-1.043e-005
-8.004e-001	-1.059e-005
-8.004e-001	-1.046e-005
-8.004e-001	-9.913e-006
-8.006e-001	-9.837e-006
-8.007e-001	-1.016e-005
-8.008e-001	-9.879e-006
-8.008e-001	-1.031e-005
-8.010e-001	-1.014e-005
-8.011e-001	-1.041e-005
-8.012e-001	-1.043e-005
-8.013e-001	-1.080e-005
-8.015e-001	-1.060e-005
-8.015e-001	-1.055e-005
-8.016e-001	-1.039e-005
-8.017e-001	-1.029e-005
-8.018e-001	-1.042e-005
-8.019e-001	-1.026e-005
-8.020e-001	-1.045e-005
-8.021e-001	-1.014e-005
-8.022e-001	-1.055e-005
-8.023e-001	-1.074e-005
-8.024e-001	-1.056e-005
-8.025e-001	-1.038e-005
-8.026e-001	-1.043e-005
-8.027e-001	-1.016e-005
-8.028e-001	-1.021e-005
-8.029e-001	-1.035e-005
-8.030e-001	-1.065e-005
-8.031e-001	-1.021e-005
-8.032e-001	-1.043e-005
-8.034e-001	-1.032e-005
-8.035e-001	-1.030e-005
-8.035e-001	-1.014e-005
-8.036e-001	-1.053e-005
-8.037e-001	-1.037e-005
-8.037e-001	-9.971e-006
-8.038e-001	-1.024e-005
-8.040e-001	-1.058e-005
-8.041e-001	-1.039e-005
-8.042e-001	-1.020e-005
-8.043e-001	-1.022e-005
-8.044e-001	-1.019e-005
-8.045e-001	-1.023e-005
-8.046e-001	-1.020e-005
-8.047e-001	-1.019e-005
-8.048e-001	-1.035e-005
-8.050e-001	-1.039e-005
-8.050e-001	-1.077e-005
-8.051e-001	-1.061e-005
-8.052e-001	-1.044e-005
-8.053e-001	-1.018e-005
-8.054e-001	-1.037e-005
-8.054e-001	-1.053e-005
-8.056e-001	-1.031e-005
-8.057e-001	-1.070e-005
-8.058e-001	-1.061e-005
-8.059e-001	-1.037e-005
-8.060e-001	-1.027e-005
-8.060e-001	-1.011e-005
-8.062e-001	-1.053e-005
-8.063e-001	-1.027e-005
-8.064e-001	-1.048e-005
-8.065e-001	-9.769e-006
-8.066e-001	-1.031e-005
-8.067e-001	-1.032e-005
-8.068e-001	-1.016e-005
-8.069e-001	-1.017e-005
-8.070e-001	-1.036e-005
-8.071e-001	-1.026e-005
-8.072e-001	-1.074e-005
-8.073e-001	-1.044e-005
-8.074e-001	-1.043e-005
-8.075e-001	-1.055e-005
-8.076e-001	-1.044e-005
-8.077e-001	-1.055e-005
-8.078e-001	-1.034e-005
-8.079e-001	-1.030e-005
-8.080e-001	-1.017e-005
-8.081e-001	-1.032e-005
-8.082e-001	-1.081e-005
-8.083e-001	-1.043e-005
-8.084e-001	-1.072e-005
-8.085e-001	-1.038e-005
-8.086e-001	-1.008e-005
-8.087e-001	-1.050e-005
-8.088e-001	-1.024e-005
-8.089e-001	-1.006e-005
-8.090e-001	-1.003e-005
-8.091e-001	-1.060e-005
-8.092e-001	-1.054e-005
-8.093e-001	-1.042e-005
-8.094e-001	-1.022e-005
-8.095e-001	-1.029e-005
-8.096e-001	-1.021e-005
-8.097e-001	-1.041e-005
-8.098e-001	-1.043e-005
-8.099e-001	-1.016e-005
-8.100e-001	-1.018e-005
-8.100e-001	-1.012e-005
-8.102e-001	-1.052e-005
-8.103e-001	-1.070e-005
-8.104e-001	-1.072e-005
-8.105e-001	-1.063e-005
-8.106e-001	-1.018e-005
-8.107e-001	-1.050e-005
-8.108e-001	-1.039e-005
-8.109e-001	-1.040e-005
-8.110e-001	-1.021e-005
-8.111e-001	-1.017e-005
-8.112e-001	-1.105e-005
-8.113e-001	-1.018e-005
-8.114e-001	-1.038e-005
-8.115e-001	-1.062e-005
-8.116e-001	-1.039e-005
-8.117e-001	-1.089e-005
-8.117e-001	-1.059e-005
-8.119e-001	-1.050e-005
-8.120e-001	-1.029e-005
-8.121e-001	-1.031e-005
-8.122e-001	-1.049e-005
-8.123e-001	-1.031e-005
-8.124e-001	-1.037e-005
-8.125e-001	-1.073e-005
-8.126e-001	-9.848e-006
-8.127e-001	-1.035e-005
-8.128e-001	-1.031e-005
-8.129e-001	-1.074e-005
-8.130e-001	-1.044e-005
-8.131e-001	-1.022e-005
-8.132e-001	-1.050e-005
-8.133e-001	-1.068e-005
-8.134e-001	-1.038e-005
-8.135e-001	-1.067e-005
-8.136e-001	-1.099e-005
-8.137e-001	-1.049e-005
-8.138e-001	-1.034e-005
-8.139e-001	-1.087e-005
-8.140e-001	-1.065e-005
-8.141e-001	-1.026e-005
-8.142e-001	-1.046e-005
-8.143e-001	-1.085e-005
-8.144e-001	-1.040e-005
-8.145e-001	-1.073e-005
-8.146e-001	-1.047e-005
-8.147e-001	-1.075e-005
-8.148e-001	-1.020e-005
-8.149e-001	-1.055e-005
-8.150e-001	-1.012e-005
-8.151e-001	-1.036e-005
-8.152e-001	-1.033e-005
-8.153e-001	-1.046e-005
-8.154e-001	-1.069e-005
-8.155e-001	-1.052e-005
-8.156e-001	-1.058e-005
-8.157e-001	-1.030e-005
-8.158e-001	-1.074e-005
-8.159e-001	-1.074e-005
-8.160e-001	-1.066e-005
-8.161e-001	-1.011e-005
-8.163e-001	-1.024e-005
-8.163e-001	-1.029e-005
-8.164e-001	-1.021e-005
-8.165e-001	-1.044e-005
-8.166e-001	-1.085e-005
-8.167e-001	-1.030e-005
-8.168e-001	-1.079e-005
-8.169e-001	-1.027e-005
-8.170e-001	-1.061e-005
-8.171e-001	-1.044e-005
-8.172e-001	-1.023e-005
-8.173e-001	-1.062e-005
-8.175e-001	-1.032e-005
-8.175e-001	-1.051e-005
-8.176e-001	-1.046e-005
-8.177e-001	-1.029e-005
-8.178e-001	-1.062e-005
-8.179e-001	-1.062e-005
-8.180e-001	-1.008e-005
-8.181e-001	-1.026e-005
-8.182e-001	-1.011e-005
-8.183e-001	-1.033e-005
-8.184e-001	-1.050e-005
-8.185e-001	-1.043e-005
-8.186e-001	-1.054e-005
-8.187e-001	-1.048e-005
-8.188e-001	-1.011e-005
-8.189e-001	-1.034e-005
-8.189e-001	-1.068e-005
-8.191e-001	-1.031e-005
-8.192e-001	-1.033e-005
-8.192e-001	-1.079e-005
-8.194e-001	-1.056e-005
-8.195e-001	-1.040e-005
-8.195e-001	-1.090e-005
-8.196e-001	-1.038e-005
-8.197e-001	-1.038e-005
-8.198e-001	-1.071e-005
-8.200e-001	-1.078e-005
-8.201e-001	-1.062e-005
-8.201e-001	-1.069e-005
-8.202e-001	-1.078e-005
-8.203e-001	-1.060e-005
-8.204e-001	-1.068e-005
-8.205e-001	-1.044e-005
-8.207e-001	-1.068e-005
-8.208e-001	-9.955e-006
-8.208e-001	-1.028e-005
-8.210e-001	-1.058e-005
-8.211e-001	-1.061e-005
-8.212e-001	-1.054e-005
-8.212e-001	-1.030e-005
-8.213e-001	-1.056e-005
-8.214e-001	-1.046e-005
-8.215e-001	-1.056e-005
-8.216e-001	-1.101e-005
-8.217e-001	-1.065e-005
-8.219e-001	-1.108e-005
-8.220e-001	-1.058e-005
-8.220e-001	-1.047e-005
-8.222e-001	-1.059e-005
-8.223e-001	-1.069e-005
-8.224e-001	-1.062e-005
-8.224e-001	-1.040e-005
-8.225e-001	-1.068e-005
-8.227e-001	-1.148e-005
-8.227e-001	-1.078e-005
-8.229e-001	-1.143e-005
-8.229e-001	-1.059e-005
-8.231e-001	-1.071e-005
-8.232e-001	-1.068e-005
-8.232e-001	-1.054e-005
-8.234e-001	-1.084e-005
-8.235e-001	-1.075e-005
-8.236e-001	-1.052e-005
-8.236e-001	-1.008e-005
-8.237e-001	-1.024e-005
-8.239e-001	-1.049e-005
-8.239e-001	-1.073e-005
-8.240e-001	-1.069e-005
-8.241e-001	-1.077e-005
-8.242e-001	-1.070e-005
-8.244e-001	-1.007e-005
-8.244e-001	-1.047e-005
-8.245e-001	-1.038e-005
-8.247e-001	-1.091e-005
-8.247e-001	-1.018e-005
-8.249e-001	-1.068e-005
-8.250e-001	-1.049e-005
-8.251e-001	-1.063e-005
-8.251e-001	-1.049e-005
-8.252e-001	-1.088e-005
-8.254e-001	-1.073e-005
-8.255e-001	-1.079e-005
-8.256e-001	-1.056e-005
-8.257e-001	-1.062e-005
-8.258e-001	-1.077e-005
-8.259e-001	-1.060e-005
-8.260e-001	-1.065e-005
-8.260e-001	-1.048e-005
-8.261e-001	-1.118e-005
-8.262e-001	-1.061e-005
-8.264e-001	-1.035e-005
-8.264e-001	-1.035e-005
-8.265e-001	-1.064e-005
-8.267e-001	-1.079e-005
-8.268e-001	-1.082e-005
-8.269e-001	-1.052e-005
-8.269e-001	-1.004e-005
-8.270e-001	-1.007e-005
-8.272e-001	-1.089e-005
-8.273e-001	-1.049e-005
-8.273e-001	-1.052e-005
-8.275e-001	-1.048e-005
-8.276e-001	-1.053e-005
-8.276e-001	-1.012e-005
-8.277e-001	-1.055e-005
-8.278e-001	-1.083e-005
-8.279e-001	-1.087e-005
-8.281e-001	-1.046e-005
-8.282e-001	-1.021e-005
-8.283e-001	-1.062e-005
-8.284e-001	-1.072e-005
-8.284e-001	-1.064e-005
-8.285e-001	-1.076e-005
-8.287e-001	-1.053e-005
-8.288e-001	-1.100e-005
-8.289e-001	-1.072e-005
-8.290e-001	-1.064e-005
-8.291e-001	-1.076e-005
-8.291e-001	-1.067e-005
-8.293e-001	-1.067e-005
-8.293e-001	-1.061e-005
-8.294e-001	-1.056e-005
-8.295e-001	-1.056e-005
-8.297e-001	-1.031e-005
-8.297e-001	-1.003e-005
-8.298e-001	-1.078e-005
-8.299e-001	-1.044e-005
-8.300e-001	-1.120e-005
-8.301e-001	-1.031e-005
-8.303e-001	-1.089e-005
-8.304e-001	-1.060e-005
-8.305e-001	-1.064e-005
-8.306e-001	-1.061e-005
-8.307e-001	-1.046e-005
-8.307e-001	-1.036e-005
-8.308e-001	-1.036e-005
-8.309e-001	-1.065e-005
-8.309e-001	-1.081e-005
-8.311e-001	-1.093e-005
-8.312e-001	-1.058e-005
-8.313e-001	-1.095e-005
-8.315e-001	-1.052e-005
-8.316e-001	-1.068e-005
-8.316e-001	-1.085e-005
-8.317e-001	-1.051e-005
-8.318e-001	-1.051e-005
-8.320e-001	-1.059e-005
-8.320e-001	-1.026e-005
-8.321e-001	-1.086e-005
-8.323e-001	-1.054e-005
-8.324e-001	-1.068e-005
-8.324e-001	-1.047e-005
-8.325e-001	-1.094e-005
-8.327e-001	-1.062e-005
-8.327e-001	-1.032e-005
-8.328e-001	-1.052e-005
-8.330e-001	-1.040e-005
-8.331e-001	-1.061e-005
-8.332e-001	-1.099e-005
-8.332e-001	-1.031e-005
-8.333e-001	-1.042e-005
-8.335e-001	-1.093e-005
-8.335e-001	-1.054e-005
-8.336e-001	-1.076e-005
-8.337e-001	-1.081e-005
-8.339e-001	-1.126e-005
-8.340e-001	-1.042e-005
-8.340e-001	-1.038e-005
-8.342e-001	-1.106e-005
-8.342e-001	-1.047e-005
-8.344e-001	-1.078e-005
-8.345e-001	-1.066e-005
-8.345e-001	-1.064e-005
-8.347e-001	-1.045e-005
-8.348e-001	-1.070e-005
-8.348e-001	-1.062e-005
-8.349e-001	-1.053e-005
-8.351e-001	-1.063e-005
-8.352e-001	-1.067e-005
-8.352e-001	-1.077e-005
-8.353e-001	-1.081e-005
-8.355e-001	-1.062e-005
-8.356e-001	-1.053e-005
-8.356e-001	-1.078e-005
-8.358e-001	-1.066e-005
-8.358e-001	-1.076e-005
-8.359e-001	-1.051e-005
-8.360e-001	-1.044e-005
-8.362e-001	-1.049e-005
-8.363e-001	-1.062e-005
-8.364e-001	-1.047e-005
-8.364e-001	-1.058e-005
-8.365e-001	-1.050e-005
-8.367e-001	-1.070e-005
-8.368e-001	-1.035e-005
-8.368e-001	-1.057e-005
-8.370e-001	-1.118e-005
-8.371e-001	-1.051e-005
-8.372e-001	-1.094e-005
-8.372e-001	-1.069e-005
-8.373e-001	-1.105e-005
-8.374e-001	-1.061e-005
-8.376e-001	-1.105e-005
-8.377e-001	-1.080e-005
-8.377e-001	-1.080e-005
-8.379e-001	-1.062e-005
-8.379e-001	-1.040e-005
-8.380e-001	-1.083e-005
-8.382e-001	-1.060e-005
-8.383e-001	-1.082e-005
-8.383e-001	-1.083e-005
-8.384e-001	-1.024e-005
-8.386e-001	-1.034e-005
-8.386e-001	-1.066e-005
-8.388e-001	-1.054e-005
-8.388e-001	-1.057e-005
-8.390e-001	-1.078e-005
-8.391e-001	-1.063e-005
-8.392e-001	-1.064e-005
-8.392e-001	-1.045e-005
-8.393e-001	-1.060e-005
-8.395e-001	-1.062e-005
-8.396e-001	-1.052e-005
-8.397e-001	-1.123e-005
-8.398e-001	-1.064e-005
-8.399e-001	-1.034e-005
-8.400e-001	-1.095e-005
-8.400e-001	-1.031e-005
-8.402e-001	-1.122e-005
-8.402e-001	-1.047e-005
-8.404e-001	-1.094e-005
-8.405e-001	-1.071e-005
-8.405e-001	-1.091e-005
-8.406e-001	-1.113e-005
-8.407e-001	-1.090e-005
-8.408e-001	-1.074e-005
-8.409e-001	-1.067e-005
-8.411e-001	-1.097e-005
-8.412e-001	-1.087e-005
-8.412e-001	-1.109e-005
-8.414e-001	-1.043e-005
-8.414e-001	-1.026e-005
-8.416e-001	-1.055e-005
-8.416e-001	-1.051e-005
-8.418e-001	-1.085e-005
-8.419e-001	-1.048e-005
-8.420e-001	-1.044e-005
-8.420e-001	-1.083e-005
-8.421e-001	-1.090e-005
-8.422e-001	-1.107e-005
-8.423e-001	-1.098e-005
-8.424e-001	-1.086e-005
-8.425e-001	-1.056e-005
-8.426e-001	-1.072e-005
-8.428e-001	-1.110e-005
-8.428e-001	-1.074e-005
-8.429e-001	-1.033e-005
-8.431e-001	-1.107e-005
-8.432e-001	-1.118e-005
-8.432e-001	-1.067e-005
-8.434e-001	-1.056e-005
-8.435e-001	-1.074e-005
-8.435e-001	-1.081e-005
-8.436e-001	-1.064e-005
-8.437e-001	-1.046e-005
-8.439e-001	-1.043e-005
-8.440e-001	-1.064e-005
-8.440e-001	-1.066e-005
-8.442e-001	-1.082e-005
-8.443e-001	-1.041e-005
-8.444e-001	-1.027e-005
-8.445e-001	-1.078e-005
-8.445e-001	-1.025e-005
-8.447e-001	-1.108e-005
-8.448e-001	-1.092e-005
-8.448e-001	-1.047e-005
-8.449e-001	-1.091e-005
-8.450e-001	-1.049e-005
-8.452e-001	-1.084e-005
-8.452e-001	-1.110e-005
-8.453e-001	-1.084e-005
-8.454e-001	-1.073e-005
-8.455e-001	-1.048e-005
-8.456e-001	-1.089e-005
-8.457e-001	-1.102e-005
-8.459e-001	-1.101e-005
-8.460e-001	-1.069e-005
-8.460e-001	-1.123e-005
-8.461e-001	-1.082e-005
-8.462e-001	-1.070e-005
-8.463e-001	-1.092e-005
-8.464e-001	-1.116e-005
-8.465e-001	-1.098e-005
-8.466e-001	-1.061e-005
-8.468e-001	-1.103e-005
-8.468e-001	-1.105e-005
-8.469e-001	-1.037e-005
-8.470e-001	-1.094e-005
-8.471e-001	-1.067e-005
-8.472e-001	-1.097e-005
-8.473e-001	-1.078e-005
-8.475e-001	-1.126e-005
-8.476e-001	-1.034e-005
-8.476e-001	-1.044e-005
-8.477e-001	-1.064e-005
-8.478e-001	-1.056e-005
-8.480e-001	-1.072e-005
-8.480e-001	-1.123e-005
-8.481e-001	-1.083e-005
-8.483e-001	-1.122e-005
-8.484e-001	-1.083e-005
-8.484e-001	-1.088e-005
-8.485e-001	-1.111e-005
-8.486e-001	-1.068e-005
-8.487e-001	-1.090e-005
-8.488e-001	-1.108e-005
-8.489e-001	-1.081e-005
-8.491e-001	-1.089e-005
-8.492e-001	-1.070e-005
-8.492e-001	-1.095e-005
-8.493e-001	-1.074e-005
-8.495e-001	-1.082e-005
-8.496e-001	-1.099e-005
-8.496e-001	-1.051e-005
-8.497e-001	-1.105e-005
-8.499e-001	-1.037e-005
-8.499e-001	-1.043e-005
-8.500e-001	-1.035e-005
-8.501e-001	-1.064e-005
-8.502e-001	-1.067e-005
-8.503e-001	-1.115e-005
-8.504e-001	-1.082e-005
-8.506e-001	-1.102e-005
-8.507e-001	-1.085e-005
-8.507e-001	-1.115e-005
-8.508e-001	-1.088e-005
-8.509e-001	-1.086e-005
-8.510e-001	-1.055e-005
-8.512e-001	-1.085e-005
-8.512e-001	-1.100e-005
-8.513e-001	-1.053e-005
-8.515e-001	-1.124e-005
-8.515e-001	-1.133e-005
-8.516e-001	-1.082e-005
-8.517e-001	-1.092e-005
-8.518e-001	-1.100e-005
-8.519e-001	-1.058e-005
-8.520e-001	-1.101e-005
-8.521e-001	-1.053e-005
