XY					
	CURVE1 (new-5mmolar-14btmapaq-CV-nitrogen-300mvps.DTA)[BKS]		CURVE2 (new-5mmolar-14btmapaq-CV-nitrogen-300mvps.DTA)[BKS]		
-6.65E-01	-1.81E-04				
-6.64E-01	-1.83E-04				
-6.63E-01	-1.82E-04				
-6.62E-01	-1.81E-04				
-6.61E-01	-1.82E-04				
-6.60E-01	-1.81E-04				
-6.59E-01	-1.81E-04				
-6.58E-01	-1.81E-04				
-6.57E-01	-1.81E-04				
-6.56E-01	-1.80E-04				
-6.55E-01	-1.82E-04				
-6.54E-01	-1.81E-04				
-6.53E-01	-1.80E-04				
-6.52E-01	-1.80E-04				
-6.51E-01	-1.79E-04				
-6.50E-01	-1.82E-04				
-6.49E-01	-1.79E-04				
-6.48E-01	-1.79E-04				
-6.47E-01	-1.78E-04				
-6.46E-01	-1.79E-04				
-6.45E-01	-1.77E-04				
-6.44E-01	-1.80E-04				
-6.43E-01	-1.79E-04				
-6.42E-01	-1.81E-04				
-6.41E-01	-1.78E-04				
-6.40E-01	-1.78E-04				
-6.39E-01	-1.77E-04				
-6.38E-01	-1.77E-04				
-6.37E-01	-1.77E-04				
-6.36E-01	-1.79E-04				
-6.35E-01	-1.78E-04				
-6.34E-01	-1.77E-04				
-6.33E-01	-1.77E-04				
-6.32E-01	-1.77E-04				
-6.31E-01	-1.75E-04				
-6.30E-01	-1.77E-04				
-6.29E-01	-1.77E-04				
-6.28E-01	-1.76E-04				
-6.27E-01	-1.75E-04				
-6.26E-01	-1.76E-04				
-6.25E-01	-1.76E-04				
-6.24E-01	-1.73E-04				
-6.23E-01	-1.73E-04				
-6.22E-01	-1.74E-04				
-6.21E-01	-1.75E-04				
-6.20E-01	-1.73E-04				
-6.19E-01	-1.75E-04				
-6.18E-01	-1.75E-04				
-6.17E-01	-1.73E-04				
-6.16E-01	-1.73E-04				
-6.15E-01	-1.74E-04				
-6.14E-01	-1.71E-04				
-6.13E-01	-1.73E-04				
-6.12E-01	-1.73E-04				
-6.11E-01	-1.73E-04				
-6.10E-01	-1.73E-04				
-6.09E-01	-1.72E-04				
-6.08E-01	-1.72E-04				
-6.07E-01	-1.70E-04				
-6.06E-01	-1.71E-04				
-6.05E-01	-1.70E-04				
-6.04E-01	-1.70E-04				
-6.03E-01	-1.71E-04				
-6.02E-01	-1.71E-04				
-6.01E-01	-1.71E-04				
-6.00E-01	-1.70E-04				
-5.99E-01	-1.71E-04				
-5.98E-01	-1.70E-04				
-5.97E-01	-1.70E-04				
-5.96E-01	-1.70E-04				
-5.95E-01	-1.70E-04				
-5.94E-01	-1.70E-04				
-5.93E-01	-1.69E-04				
-5.92E-01	-1.69E-04				
-5.91E-01	-1.67E-04				
-5.90E-01	-1.67E-04				
-5.89E-01	-1.67E-04				
-5.88E-01	-1.66E-04				
-5.87E-01	-1.67E-04				
-5.86E-01	-1.65E-04				
-5.85E-01	-1.67E-04				
-5.84E-01	-1.67E-04				
-5.83E-01	-1.67E-04				
-5.82E-01	-1.66E-04				
-5.81E-01	-1.67E-04				
-5.80E-01	-1.65E-04				
-5.79E-01	-1.66E-04				
-5.78E-01	-1.64E-04				
-5.77E-01	-1.66E-04				
-5.76E-01	-1.63E-04				
-5.75E-01	-1.66E-04				
-5.74E-01	-1.63E-04				
-5.73E-01	-1.64E-04				
-5.72E-01	-1.64E-04				
-5.71E-01	-1.64E-04				
-5.70E-01	-1.63E-04				
-5.69E-01	-1.65E-04				
-5.68E-01	-1.62E-04				
-5.67E-01	-1.62E-04				
-5.66E-01	-1.62E-04				
-5.65E-01	-1.63E-04				
-5.64E-01	-1.61E-04				
-5.63E-01	-1.60E-04				
-5.62E-01	-1.60E-04				
-5.61E-01	-1.59E-04				
-5.60E-01	-1.59E-04				
-5.59E-01	-1.60E-04				
-5.58E-01	-1.63E-04				
-5.57E-01	-1.60E-04				
-5.56E-01	-1.59E-04				
-5.55E-01	-1.59E-04				
-5.54E-01	-1.56E-04				
-5.53E-01	-1.58E-04				
-5.52E-01	-1.56E-04				
-5.51E-01	-1.58E-04				
-5.50E-01	-1.58E-04				
-5.49E-01	-1.57E-04				
-5.48E-01	-1.56E-04				
-5.47E-01	-1.54E-04				
-5.46E-01	-1.53E-04				
-5.45E-01	-1.54E-04				
-5.44E-01	-1.55E-04				
-5.43E-01	-1.53E-04				
-5.42E-01	-1.53E-04				
-5.41E-01	-1.52E-04				
-5.40E-01	-1.51E-04				
-5.39E-01	-1.53E-04				
-5.38E-01	-1.51E-04				
-5.37E-01	-1.51E-04				
-5.36E-01	-1.51E-04				
-5.35E-01	-1.51E-04				
-5.34E-01	-1.50E-04				
-5.33E-01	-1.50E-04				
-5.32E-01	-1.49E-04				
-5.31E-01	-1.48E-04				
-5.30E-01	-1.49E-04				
-5.29E-01	-1.49E-04				
-5.28E-01	-1.48E-04				
-5.27E-01	-1.48E-04				
-5.26E-01	-1.47E-04				
-5.25E-01	-1.46E-04				
-5.24E-01	-1.45E-04				
-5.23E-01	-1.43E-04				
-5.22E-01	-1.44E-04				
-5.21E-01	-1.43E-04				
-5.20E-01	-1.42E-04				
-5.19E-01	-1.42E-04				
-5.18E-01	-1.41E-04				
-5.17E-01	-1.41E-04				
-5.16E-01	-1.41E-04				
-5.15E-01	-1.40E-04				
-5.14E-01	-1.38E-04				
-5.13E-01	-1.38E-04				
-5.12E-01	-1.38E-04				
-5.11E-01	-1.37E-04				
-5.10E-01	-1.36E-04				
-5.09E-01	-1.35E-04				
-5.08E-01	-1.36E-04				
-5.07E-01	-1.33E-04				
-5.06E-01	-1.36E-04				
-5.05E-01	-1.34E-04				
-5.04E-01	-1.31E-04				
-5.03E-01	-1.32E-04				
-5.02E-01	-1.31E-04				
-5.01E-01	-1.30E-04				
-5.00E-01	-1.30E-04				
-4.99E-01	-1.28E-04				
-4.98E-01	-1.26E-04				
-4.97E-01	-1.24E-04				
-4.96E-01	-1.24E-04				
-4.95E-01	-1.24E-04				
-4.94E-01	-1.23E-04				
-4.93E-01	-1.22E-04				
-4.92E-01	-1.22E-04				
-4.91E-01	-1.20E-04				
-4.90E-01	-1.17E-04				
-4.89E-01	-1.18E-04				
-4.88E-01	-1.16E-04				
-4.87E-01	-1.15E-04				
-4.86E-01	-1.15E-04				
-4.85E-01	-1.15E-04				
-4.84E-01	-1.14E-04				
-4.83E-01	-1.12E-04				
-4.82E-01	-1.11E-04				
-4.81E-01	-1.09E-04				
-4.80E-01	-1.09E-04				
-4.79E-01	-1.06E-04				
-4.78E-01	-1.07E-04				
-4.77E-01	-1.07E-04				
-4.76E-01	-1.05E-04				
-4.75E-01	-1.04E-04				
-4.74E-01	-1.05E-04				
-4.73E-01	-1.02E-04				
-4.72E-01	-1.02E-04				
-4.71E-01	-1.01E-04				
-4.70E-01	-1.00E-04				
-4.69E-01	-9.88E-05				
-4.68E-01	-9.57E-05				
-4.67E-01	-9.82E-05				
-4.66E-01	-9.40E-05				
-4.65E-01	-9.42E-05				
-4.64E-01	-9.48E-05				
-4.63E-01	-9.25E-05				
-4.62E-01	-9.30E-05				
-4.61E-01	-9.01E-05				
-4.60E-01	-8.91E-05				
-4.59E-01	-8.77E-05				
-4.58E-01	-8.69E-05				
-4.57E-01	-8.71E-05				
-4.56E-01	-8.55E-05				
-4.55E-01	-8.35E-05				
-4.54E-01	-8.20E-05				
-4.53E-01	-8.27E-05				
-4.52E-01	-7.97E-05				
-4.51E-01	-8.06E-05				
-4.50E-01	-7.79E-05				
-4.49E-01	-7.88E-05				
-4.48E-01	-7.75E-05				
-4.47E-01	-7.61E-05				
-4.46E-01	-7.47E-05				
-4.45E-01	-7.44E-05				
-4.44E-01	-7.09E-05				
-4.43E-01	-7.28E-05				
-4.42E-01	-7.07E-05				
-4.41E-01	-6.93E-05				
-4.40E-01	-6.82E-05				
-4.39E-01	-6.81E-05				
-4.38E-01	-6.65E-05				
-4.37E-01	-6.68E-05				
-4.36E-01	-6.41E-05				
-4.35E-01	-6.49E-05				
-4.34E-01	-6.38E-05				
-4.33E-01	-6.29E-05				
-4.32E-01	-5.93E-05				
-4.31E-01	-6.00E-05				
-4.30E-01	-5.85E-05				
-4.29E-01	-5.72E-05				
-4.28E-01	-5.72E-05				
-4.27E-01	-5.43E-05				
-4.26E-01	-5.49E-05				
-4.25E-01	-5.34E-05				
-4.24E-01	-5.25E-05				
-4.23E-01	-5.15E-05				
-4.22E-01	-5.07E-05				
-4.21E-01	-5.11E-05				
-4.20E-01	-4.62E-05				
-4.19E-01	-4.54E-05				
-4.18E-01	-4.72E-05				
-4.17E-01	-4.50E-05				
-4.16E-01	-4.39E-05				
-4.15E-01	-4.36E-05				
-4.14E-01	-4.10E-05				
-4.13E-01	-4.14E-05				
-4.12E-01	-4.04E-05				
-4.11E-01	-3.95E-05				
-4.10E-01	-3.84E-05				
-4.09E-01	-3.75E-05				
-4.08E-01	-3.39E-05				
-4.07E-01	-3.54E-05				
-4.06E-01	-3.33E-05				
-4.05E-01	-3.24E-05				
-4.04E-01	-3.18E-05				
-4.03E-01	-3.13E-05				
-4.02E-01	-2.79E-05				
-4.01E-01	-2.74E-05				
-4.00E-01	-2.76E-05				
-3.99E-01	-2.43E-05				
-3.98E-01	-2.53E-05				
-3.97E-01	-2.26E-05				
-3.96E-01	-2.30E-05				
-3.95E-01	-2.16E-05				
-3.94E-01	-2.02E-05				
-3.93E-01	-1.95E-05				
-3.92E-01	-1.75E-05				
-3.91E-01	-1.55E-05				
-3.90E-01	-1.42E-05				
-3.89E-01	-1.40E-05				
-3.88E-01	-1.21E-05				
-3.87E-01	-1.15E-05				
-3.86E-01	-1.13E-05				
-3.85E-01	-9.44E-06				
-3.84E-01	-7.77E-06				
-3.83E-01	-4.51E-06				
-3.82E-01	-5.93E-06				
-3.81E-01	-4.43E-06				
-3.80E-01	-2.34E-06				
-3.79E-01	-1.67E-06				
-3.78E-01	1.67E-06				
-3.77E-01	4.43E-06				
-3.76E-01	5.51E-06				
-3.75E-01	3.68E-06				
-3.74E-01	5.85E-06				
-3.73E-01	8.52E-06				
-3.72E-01	8.61E-06				
-3.71E-01	1.16E-05				
-3.70E-01	1.18E-05				
-3.69E-01	1.25E-05				
-3.68E-01	1.35E-05				
-3.67E-01	1.54E-05				
-3.66E-01	1.66E-05				
-3.65E-01	1.78E-05				
-3.64E-01	1.86E-05				
-3.63E-01	2.01E-05				
-3.62E-01	2.06E-05				
-3.61E-01	2.17E-05				
-3.60E-01	2.28E-05				
-3.59E-01	2.27E-05				
-3.58E-01	2.52E-05				
-3.57E-01	2.69E-05				
-3.56E-01	2.82E-05				
-3.55E-01	2.80E-05				
-3.54E-01	2.95E-05				
-3.53E-01	3.21E-05				
-3.52E-01	3.26E-05				
-3.51E-01	3.33E-05				
-3.50E-01	3.38E-05				
-3.49E-01	3.54E-05				
-3.48E-01	3.63E-05				
-3.47E-01	3.69E-05				
-3.46E-01	3.69E-05				
-3.45E-01	3.91E-05				
-3.44E-01	3.99E-05				
-3.43E-01	3.92E-05				
-3.42E-01	4.19E-05				
-3.41E-01	4.24E-05				
-3.40E-01	4.09E-05				
-3.39E-01	4.38E-05				
-3.38E-01	4.49E-05				
-3.37E-01	4.48E-05				
-3.36E-01	4.51E-05				
-3.35E-01	4.67E-05				
-3.34E-01	4.98E-05				
-3.33E-01	4.91E-05				
-3.32E-01	4.85E-05				
-3.31E-01	5.14E-05				
-3.30E-01	5.10E-05				
-3.29E-01	5.17E-05				
-3.28E-01	5.20E-05				
-3.27E-01	5.35E-05				
-3.26E-01	5.26E-05				
-3.25E-01	5.46E-05				
-3.24E-01	5.59E-05				
-3.23E-01	5.49E-05				
-3.22E-01	5.65E-05				
-3.21E-01	5.59E-05				
-3.20E-01	5.90E-05				
-3.19E-01	5.75E-05				
-3.18E-01	5.93E-05				
-3.17E-01	5.99E-05				
-3.16E-01	5.74E-05				
-3.15E-01	6.16E-05				
-3.14E-01	5.87E-05				
-3.13E-01	6.22E-05				
-3.12E-01	6.00E-05				
-3.11E-01	6.13E-05				
-3.10E-01	6.02E-05				
-3.09E-01	6.22E-05				
-3.08E-01	6.48E-05				
-3.07E-01	6.46E-05				
-3.06E-01	6.52E-05				
-3.05E-01	6.51E-05				
-3.04E-01	6.62E-05				
-3.03E-01	6.46E-05				
-3.02E-01	6.59E-05				
-3.01E-01	6.46E-05				
-3.00E-01	6.59E-05				
-2.99E-01	6.73E-05				
-2.98E-01	6.63E-05				
-2.97E-01	6.65E-05				
-2.96E-01	6.62E-05				
-2.95E-01	6.72E-05				
-2.94E-01	6.92E-05				
-2.93E-01	6.84E-05				
-2.92E-01	6.68E-05				
-2.91E-01	6.82E-05				
-2.90E-01	6.83E-05				
-2.89E-01	6.97E-05				
-2.88E-01	6.95E-05				
-2.87E-01	7.04E-05				
-2.86E-01	7.23E-05				
-2.85E-01	7.04E-05				
-2.84E-01	6.94E-05				
-2.83E-01	7.09E-05				
-2.82E-01	6.97E-05				
-2.81E-01	7.07E-05				
-2.80E-01	7.07E-05				
-2.79E-01	7.04E-05				
-2.78E-01	7.06E-05				
-2.77E-01	7.09E-05				
-2.76E-01	6.99E-05				
-2.75E-01	7.14E-05				
-2.74E-01	7.02E-05				
-2.73E-01	7.00E-05				
-2.72E-01	6.98E-05				
-2.71E-01	6.99E-05				
-2.70E-01	7.15E-05				
-2.69E-01	7.06E-05				
-2.68E-01	7.09E-05				
-2.67E-01	6.97E-05				
-2.66E-01	6.93E-05				
-2.65E-01	7.15E-05				
-2.64E-01	7.24E-05				
-2.63E-01	7.23E-05				
-2.62E-01	7.01E-05				
-2.61E-01	7.30E-05				
-2.60E-01	7.17E-05				
-2.59E-01	7.05E-05				
-2.58E-01	7.16E-05				
-2.57E-01	7.06E-05				
-2.56E-01	7.16E-05				
-2.55E-01	7.17E-05				
-2.54E-01	7.09E-05				
-2.53E-01	7.09E-05				
-2.52E-01	7.19E-05				
-2.51E-01	7.17E-05				
-2.50E-01	7.15E-05				
-2.49E-01	7.04E-05				
-2.48E-01	6.99E-05				
-2.47E-01	6.97E-05				
-2.46E-01	7.17E-05				
-2.45E-01	7.06E-05				
-2.44E-01	7.09E-05				
-2.43E-01	7.00E-05				
-2.42E-01	7.16E-05				
-2.41E-01	6.99E-05				
-2.40E-01	6.95E-05				
-2.39E-01	7.04E-05				
-2.38E-01	7.14E-05				
-2.37E-01	7.13E-05				
-2.36E-01	7.09E-05				
-2.35E-01	6.97E-05				
-2.34E-01	6.97E-05				
-2.33E-01	7.00E-05				
-2.32E-01	7.10E-05				
-2.31E-01	7.09E-05				
-2.30E-01	6.92E-05				
-2.29E-01	6.82E-05				
-2.28E-01	6.85E-05				
-2.27E-01	6.84E-05				
-2.26E-01	6.92E-05				
-2.25E-01	6.82E-05				
-2.24E-01	7.05E-05				
-2.23E-01	6.96E-05				
-2.22E-01	6.92E-05				
-2.21E-01	6.82E-05				
-2.20E-01	6.93E-05				
-2.19E-01	7.03E-05				
-2.18E-01	6.88E-05				
-2.17E-01	6.82E-05				
-2.16E-01	6.87E-05				
-2.15E-01	6.68E-05				
-2.14E-01	6.90E-05				
-2.13E-01	6.79E-05				
-2.12E-01	6.74E-05				
-2.11E-01	6.84E-05				
-2.10E-01	6.76E-05				
-2.09E-01	6.85E-05				
-2.08E-01	6.82E-05				
-2.07E-01	6.64E-05				
-2.06E-01	6.78E-05				
-2.05E-01	6.68E-05				
-2.04E-01	6.88E-05				
-2.03E-01	6.83E-05				
-2.02E-01	6.66E-05				
-2.01E-01	6.58E-05				
-2.00E-01	6.58E-05				
-1.99E-01	6.69E-05				
-1.98E-01	6.68E-05				
-1.97E-01	6.75E-05				
-1.96E-01	6.59E-05				
-1.95E-01	6.73E-05				
-1.94E-01	6.58E-05				
-1.93E-01	6.68E-05				
-1.92E-01	6.47E-05				
-1.91E-01	6.69E-05				
-1.90E-01	6.55E-05				
-1.89E-01	6.47E-05				
-1.88E-01	6.46E-05				
-1.87E-01	6.60E-05				
-1.86E-01	6.56E-05				
-1.85E-01	6.54E-05				
-1.84E-01	6.48E-05				
-1.83E-01	6.52E-05				
-1.82E-01	6.63E-05				
-1.81E-01	6.46E-05				
-1.80E-01	6.53E-05				
-1.79E-01	6.53E-05				
-1.78E-01	6.39E-05				
-1.77E-01	6.43E-05				
-1.76E-01	6.66E-05				
-1.75E-01	6.43E-05				
-1.74E-01	6.42E-05				
-1.73E-01	6.45E-05				
-1.72E-01	6.40E-05				
-1.71E-01	6.63E-05				
-1.70E-01	6.44E-05				
-1.69E-01	6.44E-05				
-1.68E-01	6.40E-05				
-1.67E-01	6.17E-05				
-1.66E-01	6.36E-05				
-1.65E-01	6.24E-05				
-1.64E-01	6.58E-05				
-1.63E-01	6.15E-05				
-1.62E-01	6.26E-05				
-1.61E-01	6.30E-05				
-1.60E-01	6.33E-05				
-1.59E-01	6.10E-05				
-1.58E-01	6.10E-05				
-1.57E-01	6.24E-05				
-1.56E-01	6.27E-05				
-1.55E-01	6.12E-05				
-1.54E-01	6.17E-05				
-1.53E-01	6.28E-05				
-1.52E-01	6.17E-05				
-1.51E-01	6.14E-05				
-1.50E-01	6.15E-05				
-1.49E-01	6.07E-05				
-1.48E-01	6.02E-05				
-1.47E-01	6.03E-05				
-1.46E-01	6.16E-05				
-1.45E-01	6.08E-05				
-1.44E-01	6.01E-05				
-1.43E-01	5.86E-05				
-1.42E-01	6.02E-05				
-1.41E-01	5.92E-05				
-1.40E-01	5.77E-05				
-1.39E-01	5.99E-05				
-1.38E-01	5.83E-05				
-1.37E-01	5.83E-05				
-1.36E-01	5.88E-05				
-1.35E-01	5.89E-05				
-1.34E-01	5.67E-05				
-1.33E-01	5.92E-05				
-1.32E-01	5.86E-05				
-1.31E-01	5.68E-05				
-1.30E-01	5.84E-05				
-1.29E-01	5.72E-05				
-1.28E-01	5.61E-05				
-1.27E-01	5.67E-05				
-1.26E-01	5.73E-05				
-1.25E-01	5.67E-05				
-1.24E-01	5.87E-05				
-1.23E-01	5.62E-05				
-1.22E-01	5.56E-05				
-1.21E-01	5.53E-05				
-1.20E-01	5.54E-05				
-1.19E-01	5.54E-05				
-1.18E-01	5.67E-05				
-1.17E-01	5.46E-05				
-1.16E-01	5.47E-05				
-1.15E-01	5.64E-05				
-1.14E-01	5.60E-05				
-1.13E-01	5.54E-05				
-1.12E-01	5.56E-05				
-1.11E-01	5.56E-05				
-1.10E-01	5.48E-05				
-1.09E-01	5.51E-05				
-1.08E-01	5.34E-05				
-1.07E-01	5.56E-05				
-1.06E-01	5.35E-05				
-1.05E-01	5.51E-05				
-1.04E-01	5.25E-05				
-1.03E-01	5.29E-05				
-1.02E-01	5.40E-05				
-1.01E-01	5.37E-05				
-1.00E-01	5.33E-05				
-9.91E-02	5.23E-05				
-9.81E-02	5.23E-05				
-9.70E-02	5.44E-05				
-9.60E-02	5.36E-05				
-9.50E-02	5.26E-05				
-9.41E-02	5.37E-05				
-9.30E-02	5.24E-05				
-9.22E-02	5.14E-05				
-9.10E-02	5.19E-05				
-9.00E-02	5.24E-05				
-8.91E-02	5.12E-05				
-8.81E-02	5.34E-05				
-8.72E-02	5.37E-05				
-8.60E-02	5.30E-05				
-8.50E-02	5.14E-05				
-8.40E-02	5.02E-05				
-8.30E-02	5.21E-05				
-8.20E-02	5.19E-05				
-8.11E-02	5.11E-05				
-8.01E-02	4.90E-05				
-7.91E-02	5.00E-05				
-7.81E-02	5.06E-05				
-7.70E-02	5.06E-05				
-7.61E-02	5.11E-05				
-7.51E-02	5.03E-05				
-7.41E-02	5.08E-05				
-7.30E-02	5.14E-05				
-7.21E-02	5.19E-05				
-7.10E-02	5.11E-05				
-7.01E-02	5.12E-05				
-6.90E-02	5.06E-05				
-6.81E-02	5.06E-05				
-6.70E-02	5.06E-05				
-6.62E-02	5.15E-05				
-6.51E-02	5.01E-05				
-6.41E-02	5.01E-05				
-6.32E-02	4.92E-05				
-6.21E-02	4.93E-05				
-6.11E-02	5.03E-05				
-6.01E-02	5.11E-05				
-5.91E-02	5.03E-05				
-5.81E-02	4.96E-05				
-5.70E-02	4.95E-05				
-5.61E-02	4.96E-05				
-5.51E-02	5.12E-05				
-5.41E-02	5.03E-05				
-5.31E-02	5.15E-05				
-5.21E-02	5.11E-05				
-5.11E-02	5.06E-05				
-5.01E-02	5.09E-05				
-4.90E-02	5.16E-05				
-4.81E-02	5.00E-05				
-4.71E-02	5.11E-05				
-4.61E-02	5.06E-05				
-4.51E-02	5.17E-05				
-4.40E-02	5.13E-05				
-4.30E-02	5.12E-05				
-4.21E-02	5.30E-05				
-4.11E-02	5.18E-05				
-4.01E-02	5.12E-05				
-3.91E-02	5.17E-05				
-3.81E-02	5.06E-05				
-3.70E-02	5.22E-05				
-3.61E-02	5.38E-05				
-3.51E-02	5.20E-05				
-3.41E-02	5.31E-05				
-3.30E-02	5.27E-05				
-3.21E-02	5.36E-05				
-3.11E-02	5.33E-05				
-3.01E-02	5.41E-05				
-2.90E-02	5.47E-05				
-2.81E-02	5.37E-05				
-2.70E-02	5.26E-05				
-2.61E-02	5.43E-05				
-2.51E-02	5.62E-05				
-2.41E-02	5.50E-05				
-2.31E-02	5.46E-05				
-2.21E-02	5.39E-05				
-2.11E-02	5.56E-05				
-2.01E-02	5.50E-05				
-1.91E-02	5.62E-05				
-1.81E-02	5.46E-05				
-1.70E-02	5.56E-05				
-1.61E-02	5.46E-05				
-1.52E-02	5.71E-05				
-1.41E-02	5.77E-05				
-1.31E-02	5.74E-05				
-1.21E-02	5.64E-05				
-1.10E-02	5.63E-05				
-1.01E-02	5.80E-05				
-9.00E-03	5.97E-05				
-8.10E-03	5.77E-05				
-7.10E-03	5.82E-05				
-6.10E-03	5.87E-05				
-5.00E-03	5.88E-05				
-4.10E-03	6.03E-05				
-3.10E-03	5.96E-05				
-2.10E-03	5.89E-05				
-1.10E-03	6.02E-05				
-8.00E-05	5.92E-05				
9.20E-04	6.03E-05				
1.87E-03	6.07E-05				
2.97E-03	6.12E-05				
3.87E-03	6.04E-05				
4.92E-03	6.13E-05				
5.92E-03	6.07E-05				
6.91E-03	6.17E-05				
7.90E-03	6.22E-05				
8.91E-03	6.17E-05				
9.97E-03	6.31E-05				
1.08E-02	6.32E-05				
1.19E-02	6.38E-05				
1.29E-02	6.50E-05				
1.39E-02	6.45E-05				
1.49E-02	6.62E-05				
1.59E-02	6.43E-05				
1.69E-02	6.60E-05				
1.80E-02	6.66E-05				
1.89E-02	6.83E-05				
1.99E-02	6.71E-05				
2.10E-02	6.88E-05				
2.19E-02	7.05E-05				
2.29E-02	6.70E-05				
2.38E-02	6.78E-05				
2.49E-02	6.98E-05				
2.59E-02	7.13E-05				
2.69E-02	7.09E-05				
2.79E-02	7.09E-05				
2.89E-02	7.27E-05				
2.99E-02	7.23E-05				
3.09E-02	7.26E-05				
3.19E-02	7.49E-05				
3.29E-02	7.40E-05				
3.39E-02	7.50E-05				
3.49E-02	7.33E-05				
3.59E-02	7.54E-05				
3.69E-02	7.55E-05				
3.78E-02	7.51E-05				
3.88E-02	7.64E-05				
3.99E-02	7.78E-05				
4.08E-02	7.80E-05				
4.19E-02	7.90E-05				
4.29E-02	7.90E-05				
4.39E-02	8.02E-05				
4.50E-02	7.97E-05				
4.59E-02	8.03E-05				
4.69E-02	7.90E-05				
4.79E-02	8.11E-05				
4.88E-02	8.26E-05				
4.99E-02	8.30E-05				
5.09E-02	8.38E-05				
5.19E-02	8.51E-05				
5.29E-02	8.56E-05				
5.39E-02	8.70E-05				
5.49E-02	8.57E-05				
5.59E-02	8.79E-05				
5.70E-02	8.83E-05				
5.79E-02	8.78E-05				
5.90E-02	8.97E-05				
5.99E-02	9.05E-05				
6.09E-02	9.17E-05				
6.18E-02	9.27E-05				
6.28E-02	9.18E-05				
6.39E-02	9.36E-05				
6.48E-02	9.27E-05				
6.59E-02	9.42E-05				
6.69E-02	9.45E-05				
6.79E-02	9.68E-05				
6.89E-02	9.79E-05				
6.99E-02	9.74E-05				
7.09E-02	9.90E-05				
7.19E-02	1.01E-04				
7.30E-02	1.03E-04				
7.39E-02	1.02E-04				
7.49E-02	1.03E-04				
7.59E-02	1.05E-04				
7.69E-02	1.04E-04				
7.79E-02	1.08E-04				
7.89E-02	1.06E-04				
7.99E-02	1.09E-04				
8.09E-02	1.09E-04				
8.19E-02	1.09E-04				
8.29E-02	1.11E-04				
8.38E-02	1.12E-04				
8.50E-02	1.14E-04				
8.59E-02	1.15E-04				
8.68E-02	1.19E-04				
8.78E-02	1.18E-04				
8.88E-02	1.19E-04				
8.99E-02	1.21E-04				
9.08E-02	1.22E-04				
9.18E-02	1.24E-04				
9.28E-02	1.24E-04				
9.38E-02	1.26E-04				
9.49E-02	1.30E-04				
9.59E-02	1.30E-04				
9.68E-02	1.33E-04				
9.79E-02	1.35E-04				
9.89E-02	1.35E-04				
9.99E-02	1.35E-04				
1.01E-01	1.37E-04				
1.02E-01	1.39E-04				
1.03E-01	1.40E-04				
1.04E-01	1.42E-04				
1.05E-01	1.44E-04				
1.06E-01	1.45E-04				
1.07E-01	1.49E-04				
1.08E-01	1.50E-04				
1.09E-01	1.50E-04				
1.10E-01	1.54E-04				
1.11E-01	1.55E-04				
1.12E-01	1.58E-04				
1.13E-01	1.60E-04				
1.14E-01	1.62E-04				
1.15E-01	1.63E-04				
1.16E-01	1.65E-04				
1.17E-01	1.67E-04				
1.18E-01	1.69E-04				
1.19E-01	1.73E-04				
1.20E-01	1.73E-04				
1.21E-01	1.77E-04				
1.22E-01	1.79E-04				
1.23E-01	1.81E-04				
1.24E-01	1.84E-04				
1.25E-01	1.85E-04				
1.26E-01	1.90E-04				
1.27E-01	1.92E-04				
1.28E-01	1.93E-04				
1.29E-01	1.96E-04				
1.30E-01	1.99E-04				
1.31E-01	2.03E-04				
1.32E-01	2.05E-04				
1.33E-01	2.07E-04				
1.34E-01	2.10E-04				
1.35E-01	2.14E-04				
1.36E-01	2.17E-04				
1.37E-01	2.22E-04				
1.38E-01	2.24E-04				
1.39E-01	2.27E-04				
1.40E-01	2.30E-04				
1.41E-01	2.33E-04				
1.42E-01	2.36E-04				
1.43E-01	2.38E-04				
1.44E-01	2.43E-04				
1.45E-01	2.46E-04				
1.46E-01	2.49E-04				
1.47E-01	2.53E-04				
1.48E-01	2.56E-04				
1.49E-01	2.60E-04				
1.50E-01	2.63E-04				
1.51E-01	2.67E-04				
1.52E-01	2.72E-04				
1.53E-01	2.74E-04				
1.54E-01	2.80E-04				
1.55E-01	2.83E-04				
1.56E-01	2.88E-04				
1.57E-01	2.90E-04				
1.58E-01	2.95E-04				
1.59E-01	3.00E-04				
1.60E-01	3.03E-04				
1.61E-01	3.07E-04				
1.62E-01	3.12E-04				
1.63E-01	3.16E-04				
1.64E-01	3.22E-04				
1.65E-01	3.22E-04				
1.66E-01	3.27E-04				
1.67E-01	3.33E-04				
1.68E-01	3.38E-04				
1.69E-01	3.42E-04				
1.70E-01	3.45E-04				
1.71E-01	3.51E-04				
1.72E-01	3.56E-04				
1.73E-01	3.59E-04				
1.74E-01	3.68E-04				
1.75E-01	3.70E-04				
1.76E-01	3.75E-04				
1.77E-01	3.80E-04				
1.78E-01	3.84E-04				
1.79E-01	3.89E-04				
1.80E-01	3.95E-04				
1.81E-01	3.97E-04				
1.82E-01	4.04E-04				
1.83E-01	4.07E-04				
1.84E-01	4.12E-04				
1.85E-01	4.18E-04				
1.86E-01	4.20E-04				
1.87E-01	4.27E-04				
1.88E-01	4.33E-04				
1.89E-01	4.35E-04				
1.90E-01	4.40E-04				
1.91E-01	4.44E-04				
1.92E-01	4.50E-04				
1.93E-01	4.54E-04				
1.94E-01	4.58E-04				
1.95E-01	4.63E-04				
1.96E-01	4.67E-04				
1.97E-01	4.72E-04				
